Column1,SDURAKKODU,SDURAKADI,lon,lat,ILCEADI,SYON,AKILLI,FIZIKI,DURAK_TIPI,ENGELLIKULLANIM,28.99386488,41.03851705
1,100001,RIFAT ILGAZ CADDESİ,28.684353,41.01917,Esenyurt,AVCILAR,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,27.9992239998047 41.0948349991083),
2,100002,RIFAT ILGAZ CADDESİ,28.68466,41.019047,Esenyurt,BOGAZKÖY,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,27.9993279998048 41.0950089991084),
3,100011,UZUNYAYLA,28.688629,41.010454,Esenyurt,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun,28.0016859998066 41.0970339991083),
4,100012,UZUNYAYLA,28.688751,41.010675,Esenyurt,BOGAZKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0021162614193 41.0972543820986),
5,100021,OKTAY RIFAT CADDESİ,28.695276,41.004524,Esenyurt,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0056089998095 41.0988509991084),
6,100022,OKTAY RIFAT CADDESİ,28.695235,41.004605,Esenyurt,BOGAZKÖY,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.0066480220241 41.098082981065),
7,100032,SEBAHATTİN ZAİM İLKOKULU,28.699124,41.004503,Esenyurt,BOGAZKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0100736640534 41.0990406094788),
8,100041,EĞİTİM UYGULAMA OKULU,28.702161,41.00291,Avcilar,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0102359787988 41.0891800367859),
9,100042,EĞİTİM UYGULAMA OKULU,28.702001,41.002879,Avcilar,BOGAZKÖY,YOK,AÇIK,İETTBAYRAK,Uygun,28.0103016815391 41.098872977835),
10,100051,MUSTAFA KEMALPAŞA CAMİİ,28.705037,41.001128,Avcilar,AVCILAR,YOK,KAPALI,CCMODERNDR,Uygun Degil,28.0103639602569 41.0895910080231),
11,100052,MUSTAFA KEMALPAŞA CAMİİ,28.704957,41.001272,Avcilar,BOGAZKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0147299715501 41.0966179714116),
12,100061,İSTİKLAL CADDESİ,28.708683,40.999033,Avcilar,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0149280400284 41.0962940350214),
13,100062,İSTİKLAL CADDESİ,28.708734,40.999132,Avcilar,BOGAZKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0205550211477 41.0941520175671),
14,100071,YEŞİLTEPE,28.703948,41.036165,Avcilar,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0206179677226 41.09423000647),
15,100072,YEŞİLTEPE,28.703882,41.036093,Avcilar,FIRUZKÖY,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.0209870314787 41.08755803312),
16,100081,19 MAYIS CADDESİ,28.672387,40.993851,Beylikdüzü,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0214499624143 41.0870879727315),
17,100082,19 MAYIS CADDESİ,28.672242,40.993694,Beylikdüzü,I.MARMARA EVLERI,YOK,AÇIK,İETTBAYRAK,Uygun,28.0245056349459 41.0964792943965),
18,100091,AKASYA ,28.675987,40.986466,Beylikdüzü,AVCILAR,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.0246449995915 41.0963982517606),
19,100092,AKASYA ,28.675863,40.986391,Beylikdüzü,I.MARMARA EVLERI,YOK,AÇIK,İETTBAYRAK,Uygun,28.0362939997654 41.0500800005552),
20,100101,GÜZELYAYLA,28.680248,40.987234,Beylikdüzü,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0369269996148 41.0485909991008),
21,100102,GÜZELYAYLA,28.680126,40.987148,Beylikdüzü,I.MARMARA EVLERI,YOK,AÇIK,İETTBAYRAK,Uygun,28.0396219998338 41.0522339991101),
22,100111,BARBAROS CADDESİ ,28.681222,40.983324,Beylikdüzü,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0412269997693 41.0471880005548),
23,100112,BARBAROS CADDESİ,28.680936,40.985969,Beylikdüzü,I.MARMARA EVLERI,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.0419759997698 41.0523120005556),
24,100121,BEYLİKDÜZÜ DİŞ TEDAVİ MERKEZİ,28.677958,40.983709,Beylikdüzü,AVCILAR,YOK,KAPALI,İETTCAMLI,Uygun Degil,28.0448709998373 41.0490889991103),
25,100131,GÜZELBAHÇE ,28.67467259,40.98418615,Beylikdüzü,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0451679998375 41.0486589991102),
26,100141,YEŞİL AKASYA,28.65956,40.976834,Beylikdüzü,AVCILAR,YOK,KAPALI,CCMODERN,Uygun Degil,28.0477289597769 41.0480360447838),
27,100142,YEŞİL AKASYA,28.659191,40.976604,Beylikdüzü,I.MARMARA EVLERI,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.0483189997747 41.0488300005553),
28,100151,MENEKŞE,28.659932,40.978313,Beylikdüzü,AVCILAR,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.0525669997778 41.0502970005556),
29,100152,MENEKŞE,28.65998904,40.97887196,Beylikdüzü,I.MARMARA EVLERI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0529400137135 41.0810499952441),
30,100161,MUSTAFA KEMALPAŞA CADDESİ,28.501877,41.034997,Büyükçekmece,Y.B.METRO,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.0541900027452 41.0811319953304),
31,100162,MUSTAFA KEMALPAŞA CADDESİ,28.501997,41.034929,Büyükçekmece,TEPEKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0548559659658 41.0506360231672),
32,100171,TATLICI CADDESİ,28.505747,41.040152,Büyükçekmece,Y.BOSNA METRO,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.056841999781 41.0518670005559),
33,100172,TATLICI CADDESİ,28.505876,41.040074,Büyükçekmece,TEPEKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0572809997813 41.0515230005559),
34,100181,BARIŞ CADDESİ,28.508686,41.04387,Büyükçekmece,Y.B.METRO,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.0584049998452 41.2370329991065),
35,100182,BARIŞ CADDESİ,28.508753,41.043716,Büyükçekmece,TEPEKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0585285998453 41.2370480991065),
36,100191,ZEKİ BORA CADDESİ,28.511384,41.052527,Büyükçekmece,Y.BOSNA,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.0589500403312 41.2352619949074),
37,100192,ZEKİ BORA CADDESİ,28.511496,41.052659,Büyükçekmece,SON DURAK,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.0596779826264 41.2314550078141),
38,100201,ÖZGÜRLÜK CADDESİ,28.507638,41.050847,Büyükçekmece,Y.B.METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0598799610751 41.231371960906),
39,100202,ÖZGÜRLÜK CADDESİ,28.507465,41.0509,Büyükçekmece,TEPEKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0603519998464 41.2387839991065),
40,100211,CUMHURİYET CADDESİ,28.491826,41.055506,Büyükçekmece,Y.B.METRO,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.0603575998464 41.2388972991065),
41,100212,CUMHURİYET CADDESİ,28.491719,41.055627,Büyükçekmece,TEPEKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0615129692946 41.2405889836871),
42,100221,AREL ÜNİVERSİTESİ,28.499578,41.055306,Büyükçekmece,Y.B.METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.061669982017 41.2405700150702),
43,100222,AREL ÜNİVERSİTESİ,28.499612,41.055382,Büyükçekmece,TEPEKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.062927999649 41.2368889990978),
44,100231,ŞEHİT TAHSİN GEREKLİ,28.714357,41.064127,Avcilar,TAKSIM,YOK,FULL KAPALI,İSTON DAR,Uygun Degil,28.0632430121498 41.2426640311787),
45,100232,ŞEHİT TAHSİN GEREKLİ,28.71481496,41.06401,Avcilar,BOGAZKÖY,YOK,KAPALI,CCMODERN,Uygun Degil,28.0632919675468 41.2426090217929),
46,100241,ISPARTAKULE BLOKLARI,28.711623,41.064204,Avcilar,TAKSIM,YOK,FULL KAPALI,İSTON DAR,Uygun,28.065105036663 41.2457890426441),
47,100242,ISPARTAKULE BLOKLARI,28.711615,41.064362,Avcilar,BOGAZKÖY,YOK,KAPALI,CCMODERNDR,Uygun Degil,28.0651710323337 41.0549079979826),
48,100251,AKPINAR SOKAK,28.725215,41.068414,Avcilar,SAHINTEPESI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0652680485619 41.2459139853124),
49,100252,AKPINAR SOKAK,28.725098,41.068418,Avcilar,AVCILAR,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.065526006486 41.0545739977031),
50,100261,AKINCILAR MAHALLESİ,28.87388,41.01605,Güngören,EMINÖNÜ,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0664949658622 41.2502019614864),
51,100271,İSTANBUL CADDESİ ,28.618844,40.996058,Beylikdüzü,AVCILAR METROBÜS,YOK,KAPALI,WALLMODERN,Uygun Degil,28.0766839997951 41.0577800005573),
52,100272,İSTANBUL CADDESİ,28.618615,40.996103,Beylikdüzü,SON DURAK 400A,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.0766869997951 41.0582440005573),
53,100281,EKŞİOĞLU KONUTLARI,28.620366,40.997214,Beylikdüzü,Y.B.METRO,YOK,KAPALI,CCMODERN,Uygun Degil,28.0800419997971 41.0855530005618),
54,100282,EKŞİOĞLU KONUTLARI,28.620175,40.997351,Beylikdüzü,YESILKENT,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.0802639997972 41.0855420005618),
55,100291,ANADOLU CADDESİ ,28.626033,41.00285,Beylikdüzü,Y.B.METRO,YOK,KAPALI,İETTMODERN,Uygun,28.0814408373212 41.0829535624565),
56,100292,ANADOLU CADDESİ ,28.625668,41.002525,Beylikdüzü,YESILKENT,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.0815089997984 41.0594240005577),
57,100301,KUŞDİLİ CADDESİ,28.628544,41.004385,Beylikdüzü,Y.B.METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0815917115785 41.0831329915497),
58,100302,KUŞDİLİ CADDESİ,28.62835,41.004598,Beylikdüzü,YESILKENT,YOK,FULL KAPALI,İSTON DAR,Uygun Degil,28.0819909997987 41.0590750005576),
59,100311,ECZANE,28.629149,41.005848,Beylikdüzü,Y.B.METRO,YOK,KAPALI,CCMODERN,Uygun Degil,28.0830019997992 41.080155000561),
60,100312,ECZANE,28.628896,41.00584,Beylikdüzü,YESILKENT,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.0830219998609 41.0804699991102),
61,100321,OSMANLI CADDESİ ,28.629165,41.007667,Beylikdüzü,Y.B.METRO,YOK,KAPALI,CCMODERN,Uygun Degil,28.0835260024957 41.0756060198228),
62,100322,OSMANLI CADDESİ,28.628971,41.007666,Beylikdüzü,YESILKENT,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.0843999998001 41.0775770005606),
63,100332,GÜZELBAHÇE,28.626443,41.008005,Beylikdüzü,YESILKENT,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.0845120277804 41.0777589964811),
64,100341,MEHMET AKİF ERSOY CADDESİ,28.310697,41.066028,Silivri,BÜYÜKÇEKMECE,YOK,KAPALI,CCMODERN,Uygun Degil,28.0845949655051 41.0755350045176),
65,100342,MEHMET AKİF ERSOY CADDESİ,28.31061099,41.06645801,Silivri,SILIVRI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.085834999801 41.0870970005621),
66,100351,BASINKENT,28.397969,41.048182,Büyükçekmece,BÜYÜKÇEKMECE,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.0860469998012 41.0870310005622),
67,100352,BASINKENT,28.398098,41.048482,Büyükçekmece,SILIVRI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0862359996808 41.0601239991027),
68,100361,GÖKKUŞAĞI,28.479228,41.019897,Büyükçekmece,BÜYÜKÇEKMECE,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.0865079998629 41.0926609991101),
69,100371,GÜZELŞEHİR,28.49319602,41.01364502,Büyükçekmece,Y.BOSNA METRO,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.0865399998587 41.0926679991062),
70,100372,GÜZELŞEHİR,28.493365,41.013867,Büyükçekmece,SILIVRI,YOK,KAPALI,CCMODERN,Uygun Degil,28.0870070299964 41.0607630324401),
71,100381,BAHÇELİEVLER MAHALLESİ,28.497413,41.011694,Büyükçekmece,Y.BOSNA METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0877249998024 41.0749990005602),
72,100382,BAHÇELİEVLER MAHALLESİ,28.502267,41.009845,Büyükçekmece,SILIVRI,YOK,KAPALI,İETTCAMLI,Uygun,28.0877959998024 41.0750690005602),
73,100391,ANITPARK,28.586497,41.021578,Büyükçekmece,Y.BOSNA METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0878689996818 41.1802879991),
74,100401,ATATÜRK MAHALLESİ,28.59523765,41.01571628,Büyükçekmece,ALBATROS,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.0879699996819 41.1805809991001),
75,100411,SANAYİ TİCARET MÜDÜRLÜĞÜ,28.794561,41.081734,Basaksehir,Y.B.METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0899709996851 41.093869999102),
76,100412,SANAYİ TİCARET MÜDÜRLÜĞÜ,28.794761,41.081454,Basaksehir,BASAKSEHIR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0902379578146 41.0610840166401),
77,100421,TÜRK-İSVEÇ KARDEŞLİK İLKOKULU,28.867634,41.045876,Esenler,EMINÖNÜ,YOK,KAPALI,CCMODERNDR,Uygun Degil,28.0913330183143 41.0907259797719),
78,100422,TÜRK-İSVEÇ KARDEŞLİK İLKOKULU,28.867808,41.045971,Esenler,GIYIMKENT,YOK,FULL KAPALI,CCMODERN,Uygun Degil,28.0932339998061 41.0737800005602),
79,100431,KAYABAŞI KİPTAŞ,28.738201,41.093272,Basaksehir,SON DURAK 79E A.KÖY,YOK,KAPALI,CCMODERN,Uygun Degil,28.0932469998061 41.0738720005601),
80,100432,KAYABAŞI KİPTAŞ,28.739154,41.093961,Basaksehir,ALTINSEHIR,YOK,KAPALI,CCMODERN,Uygun Degil,28.094870955523 41.0635989997446),
81,100441,GÜVERCİNTEPE SAPAĞI,28.742056,41.087043,Basaksehir,Y.B.METRO,YOK,KAPALI,DİĞER,Uygun Degil,28.0955899998077 41.0630190005584),
82,100442,GÜVERCİNTEPE SAPAĞI,28.742258,41.087657,Basaksehir,ARNAVUTKOY,YOK,KAPALI,DİĞER,Uygun Degil,28.0978889998091 41.0741990005602),
83,100451,ŞEHİT ERKAN GÖKTAŞ CADDESİ,28.746773,41.064762,Basaksehir,YENIBOSNA METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.0979339998091 41.0743030005603),
84,100452,ŞEHİT ERKAN GÖKTAŞ CADDESİ,28.746734,41.06509,Basaksehir,ARNAVUTKÖY,YOK,KAPALI,CCMODERN,Uygun Degil,28.0993689998076 41.3202650006003),
85,100461,YARIMBURGAZ YOLU,28.750183,41.064346,Basaksehir,TOPKAPI,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.1021409998119 41.0661370005591),
86,100471,BİZİMEVLER KÖPRÜ,28.703646,41.059641,Avcilar,TAKSIM,YOK,KAPALI,CCMODERN,Uygun,28.1037029998128 41.0726990005601),
87,100472,BİZİMEVLER KÖPRÜ,28.703449,41.060028,Avcilar,ESENKENT,YOK,KAPALI,CCMODERN,Uygun,28.1037249998129 41.0728550005602),
88,100491,YAKUPLU KAVŞAK,28.668191,40.98962,Beylikdüzü,BAKIRKÖY,YOK,KAPALI,CCMODERN,Uygun Degil,28.1050170074136 41.0725189951595),
89,100501,IHLAMUR SOKAK,28.67073,40.989921,Beylikdüzü,BAKIRKÖY,YOK,KAPALI,İETTMODERN,Uygun Degil,28.1053830029209 41.0726110189483),
90,100502,IHLAMUR SOKAK,28.670609,40.990138,Beylikdüzü,MARMARA EVLERI,YOK,AÇIK,İETTBAYRAK,Uygun,28.1067659997049 41.1369059991018),
91,100511,BAĞLARİÇİ CADDESİ,28.71373357,41.00340073,Avcilar,AVCILAR METROBÜS,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.1069439997051 41.1368249991017),
92,100512,BAĞLARİÇİ CADDESİ,28.713838,41.00373,Avcilar,ESENYURT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.1070303763412 41.0807355092443),
93,100521,BAĞLAR İÇİ,28.718058,40.995869,Avcilar,AVCILAR METROBÜS,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.1071013915315 41.0803639303382),
94,100522,BAĞLAR İÇİ,28.718356,40.995794,Avcilar,ESENYURT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.1100250216517 41.0970870354051),
95,100531,ÇINAR EVLERİ,28.656986,40.978753,Beylikdüzü,AVCILAR METROBUS,YOK,FULL KAPALI,İSTON GENİŞ,Uygun,28.1101600375185 41.0970899712274),
96,100532,ÇINAR EVLERİ,28.657176,40.978935,Beylikdüzü,IHLAS MARMARA,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.1119519518003 41.1112999795516),
97,100541,MARMARA KAVAKLIKENT SİTESİ,28.657345,40.975855,Beylikdüzü,AVCILAR METROBUS,YOK,KAPALI,İETTCAMLI,Uygun Degil,28.1119670310789 41.1112090004216),
98,100542,MARMARA KAVAKLIKENT SİTESİ,28.657413,40.976062,Beylikdüzü,KAVAKLI,YOK,AÇIK,İETTBAYRAK,Uygun,28.1131650125437 41.0709550065276),
99,100551,OKUL CADDESİ,28.710949,41.006852,Avcilar,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.1133769877074 41.070681015305),
100,100552,OKUL CADDESİ,28.711027,41.006957,Avcilar,YESILKENT,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.1178549650132 41.1101949848678),
101,100561,DEMİRÇEKME,28.622161,41.072801,Büyükçekmece,MECIDIYEKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.1181010370737 41.1102989676538),
102,100562,DEMİRÇEKME,28.622657,41.07304,Esenyurt,BÜYÜKÇEKMECE,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.1241582836533 41.3010826012117),
103,100581,TURGUT ÖZAL CADDESİ,28.63794507,40.97496875,Beylikdüzü,SAHIL MAHALLESI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.1244647180125 41.3008498142177),
104,100582,TURGUT ÖZAL CADDESİ,28.63801984,40.97502324,Beylikdüzü,KAVAKLI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.1246149695675 41.0732004605281),
105,100591,MARMARA CADDESİ,28.63830404,40.97067605,Beylikdüzü,SAHIL MAHALLESI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.129665020005 41.0739570247033),
106,100592,MARMARA CADDESİ,28.63846967,40.97076851,Beylikdüzü,KAVAKLI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.1382615722552 41.0757793577719),
107,100601,SAHİL YOLU,28.63934022,40.96785974,Beylikdüzü,KAVAKLI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.138934821572 41.0751392949379),
108,100602,SAHİL YOLU,28.63906395,40.9677674,Beylikdüzü,SAHIL MAHALLESI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.143922999835 41.2824330005948),
109,100611,BİLALİ HABEŞİ CAMİİ,28.64240398,40.96752404,Beylikdüzü,KAVAKLI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.144331999832 41.2809250005915),
110,100641,TEPEKENT SONDURAK,28.486069,41.055777,Büyükçekmece,SONDURAK,YOK,KAPALI,İETTMODERN,Uygun,28.1452619998357 41.2820880005948),
111,100651,AĞAÇ SARAY EVLERİ,28.625999,41.056928,Büyükçekmece,AVCILAR,YOK,KAPALI,CCMODERN,Uygun Degil,28.1456569998379 41.0759240005613),
112,100652,AĞAÇ SARAY EVLERİ,28.62643,41.056903,Esenyurt,BEYLIKDÜZÜ,YOK,KAPALI,İETTMODERN,Uygun Degil,28.1457099611867 41.0762109875577),
113,100661,İSTOÇ 25.-26.ADA,28.822517,41.067935,Bagcilar,BAKIRKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.1484945784714 41.2848444035197),
114,100671,TEPECİK KİPTAŞ BLOKLARI,28.515982,41.024787,Büyükçekmece,Y.BOSNA METRO,YOK,KAPALI,CCMODERN,Uygun Degil,28.1485749997495 41.2849789991),
115,100672,TEPECİK KİPTAŞ BLOKLARI,28.515845,41.024996,Büyükçekmece,TEPEKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.1522109997546 41.0764219991045),
116,100681,TEPECİK CADDESİ,28.514126,41.049839,Büyükçekmece,Y.BOSNA METRO,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.1522519997547 41.0761889991046),
117,100682,TEPECİK CADDESİ,28.514259,41.049792,Büyükçekmece,TEPEKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.153427999842 41.0941730005644),
118,100691,YALIKÖY İLKOKULU,28.297019,41.475792,Çatalca,Y.BOSNA METRO,YOK,KAPALI,İETTMODERN,Uygun Degil,28.1561299782035 41.0960789581073),
119,100692,YALIKÖY İLKOKULU,28.29712698,41.475869,Çatalca,YALIKÖY,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.1561319998434 41.0959360005647),
120,100701,BAKİ GÜNDÜZ İLKOKULU,28.609148,40.979304,Beylikdüzü,Y.BOSNA METRO,YOK,KAPALI,CCMODERN,Uygun,28.1651019998484 41.0766840005618),
121,100702,BAKİ GÜNDÜZ İLKOKULU,28.608989,40.979451,Beylikdüzü,GÜRPINAR,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.1655549998454 41.076279000559),
122,100711,GÜRPINAR MEZARLIĞI,28.618012,40.989677,Beylikdüzü,Y.BOSNA METRO,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.1750280032361 41.3163609646807),
123,100712,GÜRPINAR MEZARLIĞI,28.619557,40.989671,Beylikdüzü,GÜRPINAR,YOK,AÇIK,İETTBAYRAK,Uygun,28.1767799998493 41.3130250005977),
124,100721,SİLİVRİ CEZAEVİ,28.153428,41.094173,Silivri,OTOGAR,YOK,KAPALI,İETTCAMLI,Uygun Degil,28.1768349788091 41.077226983039),
125,100731,CEZAEVİ LOJMANLARI,28.156132,41.095936,Silivri,OTOGAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.1769009998544 41.076975000562),
126,100732,CEZAEVİ LOJMANLARI,28.15612998,41.09607896,Silivri,CEZAEVI,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.1804619997803 41.3148079991002),
127,100741,KINALI ÜST GEÇİT,28.11337699,41.07068102,Silivri,OTOGAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.1807799997806 41.3147189991003),
128,100742,KINALI ÜST GEÇİT,28.11316501,41.07095501,Silivri,CEZAEVI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.1842529998553 41.4108330006166),
129,100751,KINALITEPE SİTESİ,28.09559,41.063019,Silivri,OTOGAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.1843819998553 41.4108340006166),
130,100752,KINALITEPE SİTESİ,28.09487096,41.063599,Silivri,GÜMÜSYAKA,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.1849169998584 41.0787140005624),
131,100761,GÜMÜŞ KUMSAL,28.102141,41.066137,Silivri,OTOGAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.1849789998556 41.4122520006168),
132,100771,MAVİ YELKEN,28.145657,41.075924,Silivri,OTOGAR,YOK,KAPALI,İETTCAMLI,Uygun Degil,28.1866009998593 41.0782380005624),
133,100781,GÜZEL ANADOLU TATİL KÖYÜ,28.165555,41.076279,Silivri,OTOGAR,YOK,KAPALI,İETTCAMLI,Uygun Degil,28.1867639998565 41.4094200006164),
134,100782,GÜZEL ANADOLU TATİL KÖYÜ,28.165102,41.076684,Silivri,CEZAEVI,YOK,KAPALI,İETTCAMLI,Uygun Degil,28.1868299998565 41.4095160006164),
135,100791,ALTINORAK CAMİİ,28.176901,41.076975,Silivri,OTOGAR,YOK,KAPALI,İETTCAMLI,Uygun Degil,28.188418989787 41.4118989906847),
136,100792,ALTINORAK CAMİİ,28.17683498,41.07722698,Silivri,CEZAEVI,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.1939631709687 41.0837641239497),
137,100801,ALTINORAK MAHALLESİ,28.186601,41.078238,Silivri,OTOGAR,YOK,KAPALI,İETTCAMLI,Uygun Degil,28.1971036753071 41.0796222839393),
138,100802,ALTINORAK MAHALLESİ ,28.184917,41.078714,Silivri,CEZAEVI,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.1974759998529 41.0794190005527),
139,100811,MAKSİ YENİ SANAYİ,28.20503604,41.08014904,Silivri,OTOGAR,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.202222039358 41.3758050326902),
140,100812,MAKSİ YENİ SANAYİ,28.20497,41.080425,Silivri,CEZAEVI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.2023059998643 41.3758760006111),
141,100821,SANCAKTEPE MEVKİİ,28.21226964,41.08084409,Silivri,OTOGAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.204969999868 41.080425000563),
142,100822,SANCAKTEPE MEVKİİ,28.211816,41.081172,Silivri,CEZAEVI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.2050360401954 41.0801490364549),
143,100831,BÜYÜKÇEKMECE İSKİ,28.569154,41.019086,Büyükçekmece,YENIBOSNA METRO,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.2052449998657 41.3744300006108),
144,100841,TEM ÇIKIŞI,28.628288,41.083387,Büyükçekmece,AVCILAR,YOK,KAPALI,İETTMODERN,Uygun,28.2055029998658 41.3744810006108),
145,100851,KEMERPARK EVLERİ,28.88210835,41.0485112,Esenler,EMINÖNÜ,YOK,KAPALI,CCMODERN,Uygun Degil,28.2092869998676 41.3730660006107),
146,100861,MODERN SOKAK,28.528645,40.997362,Büyükçekmece,Y.B.METRO,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.2093639998676 41.3731720006107),
147,100862,MODERN SOKAK,28.528622,40.997553,Büyükçekmece,BÜYÜKÇEKMECE,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.2118159999224 41.0811719991121),
148,100871,GÜZELCE YOLAĞZI,28.532297,41.000997,Büyükçekmece,Y.B.METRO,YOK,KAPALI,İETTMODERN,Uygun Degil,28.2121470145755 41.0831629596536),
149,100872,GÜZELCE YOLAĞZI,28.532578,41.00077,Büyükçekmece,GÜZELCE,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil,28.2122696413989 41.0808440932677),
150,100881,ÇARMIKLI CADDESİ,28.534075,40.997571,Büyükçekmece,Y.B.METRO,YOK,KAPALI,İETTMODERN,Uygun Degil,28.212410974728 41.3687170052912),
