Column1,SDURAKKODU,SDURAKADI,lon,lat,ILCEADI,SYON,AKILLI,FIZIKI,DURAK_TIPI,ENGELLIKULLANIM,28.99386488,41.03851705
13438,301171,YUNUS EMRE MAHALLESİ,28.890413,41.098672,Sultangazi,PERON,VAR,KAPALI,CCMODERN,Uygun Degil,29.3883859544827 40.8613100119961),
13439,301181,AKSARAY PERON,28.946678,41.012148,Fatih,SONDURAK(89I),YOK,KAPALI,WALLMODERN,Uygun Degil,29.388440999995 40.9088840005395),
13440,301191,BOĞAZKÖY,28.770647,41.180795,Arnavutköy,BOLLUCA,YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.3884990370227 40.94516403368),
13441,301201,MEHMET AKİF ERSOY CAMİİ,28.703855,41.208879,Arnavutköy,ARNAVUTKÖY,YOK,KAPALI,İETTCAMLI,Uygun,29.388669999995 40.9089030005395),
13442,301211,ZEYTİNBURNU,28.891715,41.001284,Bakirköy,SON DURAK (93),YOK,KAPALI,CCMODERN,Uygun Degil,29.3889200000081 40.9131549991187),
13443,301221,BOLLUCA  MAHALLESİ,28.768938,41.201813,Arnavutköy,KÜÇÜKÇEKMECE,YOK,KAPALI,İETTMODERN,Uygun Degil,29.3890880000081 40.9133419991187),
13444,301241,KAZLIÇEŞME MARMARAY,28.91844004,40.99203303,Zeytinburnu,SONDURAK,VAR,KAPALI,CCMODERN,Uygun Degil,29.389202999995 40.8771560005345),
13445,301271,ESENLER METRO,28.887796,41.03681,Esenler,SON DURAK,YOK,KAPALI,CCMODERN,Uygun Degil,29.389213000008 40.8847289991193),
13446,301281,BEŞİKTAŞ PERONLAR,29.0069806,41.0431464,Besiktas,PERON (40B-57UL-62G),VAR,KAPALI,WALLMODERN,Uygun Degil,29.389364000008 40.8846739991193),
13447,301291,SARIYER,29.048297,41.17305797,Sariyer,SON DURAK (25E-25T),YOK,KAPALI,CCMODERN,Uygun Degil,29.3895100034119 40.7890590411104),
13448,301301,MENDİREK,29.07378999,41.18048202,Sariyer,R.KAVAGI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.3898989740227 40.7889109573265),
13449,301311,FATİH SULTAN MEHMET,29.042879,41.093911,Sariyer,EMIRGAN,YOK,AÇIK,AÇIK DURAK,Uygun Degil,29.390071999995 40.8771610005345),
13450,301321,ULUS MAHALLESİ,29.030224,41.066633,Besiktas,ORTAKÖY,YOK,KAPALI,WALLMODERN,Uygun Degil,29.3900829774806 40.7921719800801),
13451,301331,İSTİNYE DEREİÇİ,29.037642,41.127312,Sariyer,SON DURAK,VAR,KAPALI,CCMODERN,Uygun Degil,29.3902689999949 40.9467370005454),
13452,301341,4.LEVENT METRO,29.00730902,41.08417002,Sisli,PERON 1 (41-41SM-25L,YOK,KAPALI,CCMODERN,Uygun Degil,29.390347999995 40.9086620005394),
13453,301351,HACIOSMAN METRO,29.030659,41.139509,Sariyer,SON DURAK,VAR,KAPALI,CCMODERN,Uygun Degil,29.3905259999949 40.9467490005455),
13454,301361,MECİDİYEKÖY VİYADÜK,28.995674,41.06611,Sisli,TAKSIM,YOK,KAPALI,CCMODERN,Uygun Degil,29.390539000008 40.945119999118),
13455,301371,MECİDİYEKÖY MEZARLIK,28.991069,41.066371,Sisli,PERON,YOK,KAPALI,CCMODERN,Uygun Degil,29.390784000008 40.9083479991188),
13456,301381,KABATAŞ,28.992654,41.034656,Beyoglu,EMINÖNÜ,VAR,KAPALI,CCMODERN,Uygun Degil,29.3907910130439 40.7919459606164),
13457,301391,KAĞITHANE,28.97543303,41.08051396,Kagithane,SON DURAK(65-G),YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.3908299999949 40.9450420005452),
13458,301401,YEŞİLPINAR,28.916001,41.072527,Eyüpsultan,SON DURAK 49Y-99,VAR,AÇIK,AÇIK DURAK,Uygun Degil,29.391061048433 40.8772640235784),
13459,301411,AKŞEMSETTİN MAHALLESİ,28.925126,41.086587,Eyüpsultan,SON DURAK (49A),YOK,KAPALI,CCMODERN,Uygun Degil,29.391078999995 40.8774090005345),
13460,301421,GÜMÜŞSUYU PERON,28.98936272,41.03986357,Beyoglu,TAKSIM,YOK,KAPALI,WALLMODERN,Uygun Degil,29.391281000008 40.9187399991186),
13461,301431,BAKIRKÖY,28.87441001,40.98097005,Bakirköy,SONDURAK (85 ),YOK,,WALLMODERN,Uygun Degil,29.391470000008 40.9187029991186),
13462,301441,ATEŞTUĞLA,28.83526282,41.04476684,Bagcilar,BAKIRKÖY,YOK,FULL KAPALI,CCMODERNDR,Uygun Degil,29.3915029926025 40.9263370257359),
13463,301451,AMBARLI,28.71445,40.974296,Avcilar,AVCILAR MERKEZ,YOK,KAPALI,CCMODERN,Uygun Degil,29.3916179987361 40.9263979757654),
13464,301461,OTOGAR,28.89484789,41.03984415,Bayrampasa,SONDURAK(H-9),YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.3917149999949 40.950006000546),
13465,301471,ATAKENT MAHALLESİ,28.774399,41.057423,Küçükçekmece,SON DURAK,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,29.3919649999949 40.949913000546),
13466,301481,BEYLİKDÜZÜ,28.653052,41.000783,Beylikdüzü,SON DURAK (76),YOK,KAPALI,CCMODERN,Uygun Degil,29.392329000008 41.0537009991154),
13467,301491,KUYUMCUKENT,28.814998,41.003631,Bahçelievler,SON DURAK,YOK,KAPALI,CCMODERN,Uygun Degil,29.392825999995 40.9073550005392),
13468,301501,ESENKENT,28.671343,41.055585,Esenyurt,ESENYURT,YOK,KAPALI,CCMODERN,Uygun Degil,29.392919999995 40.9070640005392),
13469,301521,YENİBOSNA METRO,28.83767,40.9911,Bakirköy,SON DURAK(82B),VAR,KAPALI,CCMODERN,Uygun Degil,29.3943530113666 40.8367989574065),
13470,301531,KANUNİ SULTAN SÜLEYMAN,28.76252002,41.05227404,Küçükçekmece,PERON,VAR,KAPALI,CCMODERN,Uygun Degil,29.394407999995 40.9095440005396),
13471,301541,İSTANBUL HAVALİMANI,28.73953679,41.25993459,Arnavutköy,ISTANBUL,VAR,AÇIK,İETTBAYRAK,Uygun Degil,29.3944360042258 40.8367069854926),
13472,301561,ARNAVUTKÖY PERONLAR,28.75020403,41.17833997,Arnavutköy,SONDURAK,YOK,KAPALI,CCMODERN,Uygun Degil,29.3946800200915 40.7891930069308),
13473,301571,MECİDİYEKÖY AVM,28.992426,41.069752,Sisli,SONDURAK,YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.394695046433 40.8581039955715),
13474,301581,ÇIRÇIR METRO,28.937616,41.079856,Eyüpsultan,SON DURAK,YOK,KAPALI,CCMODERN,Uygun Degil,29.3947859743458 40.7892780451853),
13475,302001,MİMARSİNAN MAHALLESİ,28.218729,41.081683,Silivri,CEZAEVI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.3948810022033 40.8576020451856),
13476,302011,KAYAŞEHİR,28.747318,41.106236,Basaksehir,SON DURAK79G-79Y-78G,VAR,KAPALI,CCMODERN,Uygun Degil,29.395478999995 40.9102060005397),
13477,302021,BAŞAKŞEHİR METROKENT,28.80107997,41.10848004,Basaksehir,MECIDIYEKÖY,VAR,,İETTBAYRAK,Uygun Degil,29.395482989231 40.8778829761083),
13478,302031,EMİNÖNÜ,28.96966,41.01877701,Fatih,SAHIL (11),VAR,KAPALI,WALLMODERN,Uygun Degil,29.3955999999951 40.8777320005345),
13479,302051,EMİNÖNÜ KANTARCILAR,28.96489903,41.01927003,Fatih,SON DURAK(26-70KE),VAR,KAPALI,WALLMODERN,Uygun,29.3956000000079 40.7886999991214),
13480,302061,KOCA MUSTAFAPAŞA,28.931072,41.005304,Fatih,SON DURAK (35A),YOK,KAPALI,CCMODERN,Uygun Degil,29.3956000000079 40.7887999991214),
13481,302071,VEZNECİLER,28.96110096,41.01147497,Fatih,SON DURAK,YOK,KAPALI,CCMODERNDR,Uygun Degil,29.3956789998069 40.8362010286468),
13482,302081,EDİRNEKAPI,28.936857,41.03052,Fatih,DEMIRKAPI,VAR,KAPALI,CCMODERN,Uygun Degil,29.396147999995 40.8985060005379),
13483,302091,EMİNÖNÜ İSKELE,28.975283,41.01668,Fatih,YESILKÖY,YOK,KAPALI,CCMODERN,Uygun,29.396294999995 40.8985460005379),
13484,302101,YENİKAPI MARMARAY,28.953403,41.004926,Fatih,YENIKAPI,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,29.3963992685454 41.2033752723092),
13485,302121,CEBECİ MAHALLESİ,28.87404003,41.10774197,Sultangazi,CEBECI KÖYÜ,YOK,KAPALI,İETTMODERN,Uygun Degil,29.396483000008 41.2033269991122),
13486,302131,MESCİD-İ SELAM,28.85034599,41.11719496,Sultangazi,ARNAVUTKÖY,VAR,KAPALI,CCMODERN,Uygun Degil,29.3965930262913 40.8365730117049),
13487,302151,50.YIL MAHALLESİ,28.875963,41.097052,Sultangazi,ESENTEPE,YOK,KAPALI,CCMODERN,Uygun Degil,29.397395999995 40.9124880005401),
13488,302181,AKSARAY PERON,28.948218,41.011083,Fatih,SON DURAK 89-89B-145,VAR,KAPALI,WALLMODERN,Uygun Degil,29.3974139953316 40.8568960415634),
13489,302191,BOĞAZKÖY,28.770531,41.181076,Arnavutköy,ARNAVUTKÖY,YOK,KAPALI,İETTCAMLI,Uygun Degil,29.397722999995 40.91245400054),
13490,302201,MEHMET AKİF ERSOY CAMİİ,28.704027,41.208924,Arnavutköy,ÇANGALÇESME,YOK,AÇIK,AÇIK DURAK,Uygun Degil,29.3980525364619 40.8561461943246),
13491,302221,BOLLUCA MAHALLESİ,28.769091,41.201563,Arnavutköy,AKPINAR,YOK,KAPALI,DİĞER,Uygun Degil,29.3986390480821 40.8788230034689),
13492,302231,ARNAVUTKÖY DEVLET HASTANESİ,28.747207,41.178054,Arnavutköy,SULTANÇIFTLIGI,YOK,KAPALI,CCMODERN,Uygun Degil,29.3987950061605 40.9600669555515),
13493,302241,KAZLIÇEŞME MARMARAY,28.916046,40.993046,Zeytinburnu,SON DURAK,VAR,KAPALI,CCMODERN,Uygun,29.398874999995 40.9147630005404),
13494,302271,ESENLER METRO,28.88682698,41.036624,Esenler,TOPKAPI,YOK,KAPALI,CCMODERNDR,Uygun Degil,29.398933999995 40.9600430005476),
13495,302281,BEŞİKTAŞ PERONLAR,29.0070525,41.0434078,Besiktas,PERON (28),VAR,KAPALI,WALLMODERN,Uygun Degil,29.399132999995 40.9146790005404),
13496,302291,SARIYER,29.04845796,41.17310298,Sariyer,SON DURAK (40-40B),YOK,KAPALI,CCMODERN,Uygun Degil,29.3992023730818 40.8902321940941),
13497,302301,MENDİREK,29.07368205,41.180642,Sariyer,SARIYER,YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.3992967038633 40.8901004051038),
13498,302311,FATİH SULTAN MEHMET,29.042862,41.094046,Sariyer,4.LEVENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.3994709849773 40.8790099903706),
13499,302321,ULUS MAHALLESİ,29.030421,41.066768,Besiktas,ZINCIRLIKUYU,YOK,KAPALI,WALLMODERN,Uygun Degil,29.3995559999949 40.9907800005525),
13500,302331,İSTİNYE DEREİÇİ ,29.03692704,41.12729404,Sariyer,BESIKTAS,YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.3998000000079 40.9649989991173),
13501,302341,4.LEVENT METRO,29.00726299,41.08409703,Sisli,PERON 2,YOK,KAPALI,CCMODERN,Uygun Degil,29.4000000000078 40.9649449991173),
13502,302351,HACIOSMAN METRO,29.030706,41.139556,Sariyer,SON DURAK,YOK,KAPALI,CCMODERN,Uygun Degil,29.4000470000079 40.9506279991176),
13503,302361,MECİDİYEKÖY VİYADÜK,28.996044,41.066306,Sisli,GAYRETTEPE,VAR,KAPALI,CCMODERN,Uygun Degil,29.400163047249 40.7871610049792),
13504,302371,MECİDİYEKÖY MEZARLIK,28.991077,41.066373,Sisli,PERON 251,YOK,KAPALI,CCMODERN,Uygun Degil,29.4007779745232 41.100050961566),
13505,302381,KABATAŞ,28.992955,41.034328,Beyoglu,B.TAS 103-28-28T-30D,YOK,AÇIK,CCMODERN,Uygun Degil,29.4011020018046 40.7867099646309),
13506,302391,KAĞITHANE,28.974902,41.079798,Kagithane,CENDERE YOLU41ST-62G,YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.4012849756951 40.9137939561754),
13507,302401,YEŞİLPINAR,28.91600098,41.07252699,Eyüpsultan,SON DURAK39D39O39Y47,VAR,AÇIK,AÇIK DURAK,Uygun Degil,29.401292045019 40.7867910200891),
13508,302411,AKŞEMSETTİN MAHALLESİ,28.924993,41.086531,Eyüpsultan,SON DURAK (39),YOK,KAPALI,CCMODERN,Uygun Degil,29.4013399798523 40.8377340142323),
13509,302421,GÜMÜŞSUYU PERON,28.98942142,41.03974882,Beyoglu,PERON,YOK,KAPALI,CCMODERNDR,Uygun,29.4014929999951 40.9136940005403),
13510,302431,BAKIRKÖY,28.874269,40.981079,Bakirköy,SONDURAK (76),YOK,KAPALI,WALLMODERN,Uygun Degil,29.4015190101867 40.8374679878765),
13511,302441,ATEŞTUĞLA,28.834993,41.044934,Bagcilar,YENI MAHALLE PERON,YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.4016380158553 41.0996119669052),
13512,302451,AMBARLI,28.714233,40.974539,Avcilar,CIHANGIR MAHALLESI,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,29.4020639773364 40.8546089754711),
13513,302461,OTOGAR,28.89477471,41.03944436,Bayrampasa,SONDURAK(76O),YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.4021090000079 40.8930809991191),
13514,302471,ATAKENT MAHALLESİ,28.775708,41.057009,Küçükçekmece,SON DURAK,YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.4021579566097 40.8810940083358),
13515,302481,BEYLİKDÜZÜ,28.653342,41.000575,Beylikdüzü,SON DURAK 145M-145T,YOK,KAPALI,CCMODERN,Uygun Degil,29.4022849999951 40.881018000535),
13516,302491,KUYUMCUKENT,28.815008,41.004433,Bahçelievler,IKITELLI,YOK,KAPALI,CCMODERNDR,Uygun Degil,29.4027920000078 40.8925569991188),
13517,302501,ESENKENT,28.6711273,41.05698548,Esenyurt,SONDURAK,YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.403090999995 40.9901630005524),
13518,302511,DAVUTPAŞA KAMPÜSÜ,28.898148,41.02112698,Esenler,TOPKAPI-ÜNIVERSITE,YOK,KAPALI,CCMODERN,Uygun,29.4031670000077 40.8543619991197),
13519,302521,YENİBOSNA METRO,28.837779,40.99122851,Bakirköy,CEVIZLIBAG,YOK,KAPALI,CCMODERN,Uygun Degil,29.4032610153092 40.8363349763661),
13520,302531,CENDERE PARKI,28.979594,41.085271,Kagithane,SON DURAK(63),YOK,KAPALI,CCMODERN,Uygun Degil,29.4035729990189 40.8364889812515),
13521,302541,İSTANBUL HAVALİMANI,28.7396591,41.25993749,Arnavutköy,ISTANBUL,VAR,AÇIK,İETTBAYRAK,Uygun Degil,29.4038000000079 40.9556999991178),
13522,302561,ARNAVUTKÖY PERONLAR,28.75031202,41.17831701,Arnavutköy,SON DURAK,YOK,KAPALI,CCMODERN,Uygun Degil,29.4039579926585 40.8845179660454),
13523,302581,ÇIRÇIR METRO,28.937618,41.079847,Eyüpsultan,SONDURAK(37T-49B),YOK,KAPALI,CCMODERN,Uygun Degil,29.4041721224696 40.8432113903924),
13524,303001,MİMARSİNAN MAHALLESİ,28.218348,41.08226,Silivri,SON DURAK,YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.4043109981774 40.8525509827482),
13525,303011,KAYAŞEHİR,28.747199,41.106403,Basaksehir,SON DURAK79K-79C-78E,VAR,KAPALI,CCMODERN,Uygun Degil,29.4044750000078 40.8518759991197),
13526,303021,BAŞAKŞEHİR METROKENT,28.801048,41.10833,Basaksehir,YUNUS EMRE,VAR,KAPALI,CCMODERN,Uygun Degil,29.4044860000077 40.8468564773808),
13527,303031,EMİNÖNÜ,28.96984604,41.01832404,Fatih,SAHIL (2),VAR,KAPALI,WALLMODERN,Uygun Degil,29.4046598775868 40.8443339341179),
13528,303061,KOCA MUSTAFAPAŞA,28.93115397,41.00426999,Fatih,SON DURAK (35C),YOK,KAPALI,CCMODERN,Uygun Degil,29.4046819804349 40.8500460098488),
13529,303071,VEZNECİLER,28.96081299,41.01147904,Fatih,SONDURAK,YOK,KAPALI,CCMODERN,Uygun Degil,29.4048269952069 40.7855309904384),
13530,303151,50.YIL MAHALLESİ,28.876056,41.098289,Sultangazi,KÜÇÜKKÖY,VAR,KAPALI,CCMODERNDR,Uygun Degil,29.4048719820333 40.7856369607635),
13531,303171,YUNUS EMRE MAHALLESİ,28.890503,41.098205,Sultangazi,PERON,YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.4049489994939 40.8472949791943),
13532,303201,MEHMET AKİF ERSOY CAMİİ,28.703431,41.208926,Arnavutköy,36HT SON DURAK,YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.4050190449088 40.8836119850395),
13533,303211,ZEYTİNBURNU,28.89224201,41.00122396,Bakirköy,SON DURAK (89A),YOK,KAPALI,CCMODERN,Uygun Degil,29.4051090019706 40.8501301928969),
13534,303241,KAZLIÇEŞME MARMARAY,28.918426,40.991766,Zeytinburnu,YENIKAPI,YOK,KAPALI,CCMODERN,Uygun Degil,29.4061000000079 40.9579999991178),
13535,303271,ESENLER METRO,28.88714663,41.03664272,Esenler,GIYIMKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.4064119691277 40.8405339818031),
13536,303281,BEŞİKTAŞ PERONLAR,29.0069375,41.0428666,Besiktas,PERON (28T-28O),VAR,KAPALI,WALLMODERN,Uygun Degil,29.4065519921922 40.9505060440112),
13537,303291,SARIYER,29.047998,41.172974,Sariyer,SON DURAK (41-59RS),YOK,KAPALI,CCMODERN,Uygun Degil,29.4065869647738 40.8406970006329),
13538,303311,FATİH SULTAN MEHMET,29.04128798,41.09348304,Sariyer,SON DURAK,VAR,KAPALI,CCMODERN,Uygun,29.406772999018 40.9503329972758),
13539,303331,İSTİNYE DEREİÇİ,29.037034,41.12748298,Sariyer,GAZETECILER SITESI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.407008710548 41.2031665714402),
13540,303341,4.LEVENT METRO,29.00700402,41.08414298,Sisli,PERON 2 (42-42KM-42M,YOK,KAPALI,CCMODERN,Uygun Degil,29.4070619999951 40.9233470005418),
13541,303351,HACIOSMAN METRO,29.030765,41.139591,Sariyer,SON DURAK,YOK,KAPALI,CCMODERN,Uygun Degil,29.4072160232221 40.9231489888859),
13542,303361,MECİDİYEKÖY VİYADÜK,28.997008,41.066853,Sisli,KUSTEPE,VAR,KAPALI,WALLMODERN,Uygun Degil,29.4072330000078 40.9603359991174),
13543,303381,KABATAŞ,28.99318998,41.03457401,Beyoglu,B.TAS (29C-29D-41E),YOK,AÇIK,AÇIK DURAK,Uygun Degil,29.4072776296835 41.2031799660233),
13544,303391,KAĞITHANE,28.97349796,41.07965404,Kagithane,TOPKAPI ( 41ST ),YOK,KAPALI,CCMODERN,Uygun Degil,29.4074390000078 40.9611949991177),
13545,303401,AKŞEMSETTİN MAHALLESİ,28.925121,41.086656,Eyüpsultan,SON DURAK (39),YOK,KAPALI,CCMODERN,Uygun Degil,29.4074959999952 40.8845420005356),
13546,303411,AKŞEMSETTİN MAHALLESİ,28.925087,41.08619,Eyüpsultan,ALIBEYKÖY(39-O),YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.4075250000078 40.9510719991176),
13547,303421,GÜMÜŞSUYU PERON,28.98884404,41.03960696,Beyoglu,PERON,YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.4076229999952 40.8843750005356),
13548,303431,BAKIRKÖY,28.87470398,40.98111296,Bakirköy,BAKIRKÖY SONDURAK,YOK,,WALLMODERN,Uygun Degil,29.4076520199191 40.838422997324),
13549,303441,ATEŞTUĞLA,28.830277,41.046845,Bagcilar,MAHMUTBEY,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,29.4078630144637 40.8386949986942),
13550,303461,OTOGAR,28.89492656,41.04016594,Bayrampasa,SONDURAK(83O),YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.408040013469 40.8358950376431),
13551,303521,YENİBOSNA METRO,28.8392,40.991129,Bakirköy,GÜNESLI-SIRINEVLER,VAR,KAPALI,CCMODERN,Uygun,29.408129031773 40.8360800394596),
13552,303541,İSTANBUL HAVALİMANI,28.73979991,41.25992615,Arnavutköy,ISTANBUL,VAR,AÇIK,İETTBAYRAK,Uygun Degil,29.4081309999952 40.8845160005356),
13553,303561,ARNAVUTKÖY PERONLAR,28.75045602,41.17827696,Arnavutköy, SON  DURAK,YOK,KAPALI,CCMODERN,Uygun Degil,29.4083350330967 40.8369130350217),
13554,303581,ÇIRÇIR METRO,28.937617,41.079839,Eyüpsultan,SONDURAK,YOK,KAPALI,CCMODERN,Uygun Degil,29.4086019876309 40.8369960035615),
13555,304011,KAYAŞEHİR,28.747665,41.106166,Basaksehir,KAYASEHIR,VAR,KAPALI,CCMODERN,Uygun Degil,29.40941903264 41.2038410158014),
13556,304021,BAŞAKŞEHİR METROKENT,28.800996,41.10833,Basaksehir,BAKIRKÖY,VAR,KAPALI,CCMODERN,Uygun Degil,29.4095200000078 40.9626929991174),
13557,304031,EMİNÖNÜ,28.96994904,41.01822796,Fatih,SON DURAK (94),YOK,KAPALI,WALLMODERN,Uygun Degil,29.4095319999947 41.2038940005868),
13558,304071,VEZNECİLER,28.96019503,41.01187703,Fatih,SONDURAK(86V),YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.4096290357854 40.916846036565),
13559,304151,50.YIL MAHALLESİ,28.87638197,41.09827899,Sultangazi,ESENTEPE,YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.4097709999951 40.9167290005407),
13560,304211,ZEYTİNBURNU,28.89198499,41.00120303,Bakirköy,SON DURAK,YOK,KAPALI,CCMODERN,Uygun Degil,29.4102479618728 40.7835630348077),
13561,304241,KAZLIÇEŞME MARMARAY ,28.917101,40.992891,Zeytinburnu,SON DURAK,YOK,KAPALI,CCMODERN,Uygun,29.4111150000077 40.9526099991176),
13562,304281,BEŞİKTAŞ PERONLAR,29.0069001,41.0427169,Besiktas,PERON (30A),VAR,KAPALI,WALLMODERN,Uygun Degil,29.4125469707723 41.2024619811914),
13563,304291,SARIYER,29.04815,41.173017,Sariyer,SON DURAK (42K-42KT),YOK,KAPALI,CCMODERN,Uygun Degil,29.4125819999947 41.2025600005866),
13564,304341,4.LEVENT METRO,29.00714099,41.08383498,Sisli,PERON 5 (122S),YOK,KAPALI,CCMODERN,Uygun Degil,29.4127609999951 40.9221790005416),
13565,304351,HACIOSMAN METRO,29.030829,41.139627,Sariyer,SON DURAK,YOK,KAPALI,CCMODERN,Uygun Degil,29.4127709999952 40.9223330005416),
13566,304381,KABATAŞ,28.99324896,41.034669,Beyoglu,B.TAS 27E-27SE-62-63,YOK,AÇIK,AÇIK DURAK,Uygun Degil,29.4134990000077 40.9639479991173),
13567,304391,KAĞITHANE,28.972772,41.082092,Kagithane,SISLI(48-48N-48H-44B,YOK,FULL KAPALI,CCMODERN,Uygun Degil,29.4135820000077 40.9540189991176),
13568,304411,AKŞEMSETTİN MAHALLESİ,28.924825,41.086691,Eyüpsultan,YESILPINAR,YOK,KAPALI,CCMODERN,Uygun Degil,29.414238472683 40.9193026744339),
13569,304421,GÜMÜŞSUYU PERON,28.988929,41.03882,Beyoglu,PERON,YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.4142834120409 40.9192364261003),
13570,304431,BAKIRKÖY,28.87426,40.98115,Bakirköy,SON DURAK(98I-S),YOK,KAPALI,WALLMODERN,Uygun Degil,29.4146966131536 40.9216085894321),
13571,304441,ATEŞTUĞLA,28.830978,41.044149,Bagcilar,GÜNESLI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.4147210181643 40.9217056770174),
13572,304461,OTOGAR,28.89414857,41.0398595,Bayrampasa,SONDURAK(39O),YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.4158689950772 41.200996036919),
13573,304521,YENİBOSNA METRO,28.838383,40.99075151,Bakirköy,SON DURAK(82),VAR,KAPALI,CCMODERN,Uygun Degil,29.4159030000077 40.9551789991175),
13574,304541,İSTANBUL HAVALİMANI,28.73990553,41.25992111,Arnavutköy,ISTANBUL,VAR,AÇIK,İETTBAYRAK,Uygun Degil,29.4160049999947 41.2010590005864),
13575,304561,ARNAVUTKÖY PERONLAR,28.75006397,41.17837997,Arnavutköy,ARNAVUTKÖY,VAR,KAPALI,CCMODERN,Uygun Degil,29.4161709999952 40.9237120005419),
13576,305011,KAYAŞEHİR,28.747242,41.10611,Basaksehir,KAYABASI KIPTAS,YOK,KAPALI,İETTMODERN,Uygun Degil,29.4162929999952 40.9236990005419),
13577,305031,EMİNÖNÜ,28.96974698,41.01827398,Fatih,SAHIL (1),VAR,KAPALI,WALLMODERN,Uygun Degil,29.4165029999952 40.9240290005419),
13578,305071,VEZNECİLER,28.96003611,41.01200536,Fatih,SONDURAK(55V),YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.4165739999952 40.9239830005418),
13579,305151,50.YIL MAHALLESİ,28.875211,41.098617,Sultangazi,ESENTEPE,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,29.4173030000077 40.9641089991174),
13580,305211,ZEYTİNBURNU,28.89180898,41.00118702,Bakirköy,SON DURAK (89M),YOK,KAPALI,CCMODERN,Uygun Degil,29.4177360287048 40.9546090176428),
13581,305281,BEŞİKTAŞ PERONLAR,29.0069547,41.042999,Besiktas,PERON (36L),VAR,KAPALI,WALLMODERN,Uygun Degil,29.4177939623434 40.9544050448053),
13582,305291,SARIYER,29.04768804,41.17288696,Sariyer,SON DURAK (25H-25Y),YOK,KAPALI,CCMODERN,Uygun Degil,29.4179720000077 40.9640609991173),
13583,305341,4.LEVENT METRO,29.00702102,41.08398498,Sisli,PERON 3 (29B-29GM-29,YOK,KAPALI,CCMODERN,Uygun Degil,29.4183339999952 40.8983770005378),
13584,305381,KABATAŞ,28.99330199,41.03478096,Beyoglu,B.TAS (43R-58A-58N),YOK,AÇIK,AÇIK DURAK,Uygun Degil,29.4192890000076 40.9566259991175),
13585,305391,KAĞITHANE,28.972363,41.082472,Kagithane,NURTEPE(48-48N-48H),YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.4194478336232 41.199604482405),
13586,305421,GÜMÜŞSUYU PERON,28.988843,41.039148,Beyoglu,PERON,YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.4196032890518 41.1994071096076),
13587,305441,ATEŞTUĞLA,28.82918,41.04498496,Bagcilar,MAHMUTBEY,YOK,,AÇIK DURAK,Uygun Degil,29.4199310000076 40.9612129991174),
13588,305461,OTOGAR,28.89421428,41.04018307,Bayrampasa,SONDURAK(303B),YOK,AÇIK,İETTBAYRAK,Uygun Degil,29.4199600000076 40.9594659991174),
13589,305521,YENİBOSNA METRO,28.83792398,40.99066302,Bakirköy,SON DURAK(73),VAR,KAPALI,CCMODERN,Uygun Degil,29.4210199999952 40.924894000542),
13590,305541,İSTANBUL HAVALİMANI,28.74003662,41.25991456,Arnavutköy,ISTANBUL,VAR,AÇIK,İETTBAYRAK,Uygun Degil,29.4250102372641 41.1972985487125),
13591,306031,EMİNÖNÜ,28.96990697,41.01840402,Fatih,SAHIL (3),VAR,KAPALI,WALLMODERN,Uygun Degil,29.4251264282548 41.1973635160337),
13592,306071,VEZNECİLER,28.96088303,41.01145896,Fatih,SON DURAK,YOK,KAPALI,CCMODERN,Uygun Degil,29.426449999995 41.1103810005716),
