HATKODU,YON,SIRANO,DURAKKODU,XKOORDINATI,YKOORDINATI,YON,SEFER_SURESI
15ÇK,G,33,216511,29.073184,41.022553,1,
15ÇK,G,34,222141,29.074222,41.020364,1,
15ÇK,G,35,263311,29.075054,41.016425,1,
15ÇK,G,36,216872,29.074887,41.015567,1,
15ÇK,G,37,223531,29.075199,41.013684,1,
15ÇK,G,38,223541,29.074717,41.011225,1,
15ÇK,G,39,223551,29.073247,41.007503,1,
15ÇK,G,40,223651,29.072153,41.003177,1,
15ÇK,G,41,223661,29.072598,41.001467,1,
15ÇK,G,42,223671,29.073602,40.998608,1,
15ÇK,G,43,255623,29.073421,40.993748,1,
15ÇK,G,44,227272,29.072857,40.991338,1,
15ÇK,G,45,227182,29.073094,40.987577,1,
15ÇK,G,46,227103,29.069106,40.985862,1,
15ÇK,G,47,205831,29.06601,40.985043,1,
15ÇK,G,48,259302,29.059141,40.98414,1,
15ÇK,G,49,225063,29.05596,40.984763,1,
15ÇK,G,50,225052,29.051646,40.985033,1,
15ÇK,G,51,225041,29.048455,40.985991,1,
15ÇK,G,52,225031,29.042579,40.988915,1,
15ÇK,G,53,225021,29.03809,40.993826,1,
15ÇK,G,54,224701,29.033756,40.992193,1,
15ÇK,G,55,224692,29.029362,40.990734,1,
15ÇK,G,56,224672,29.025884,40.991183,1,
15ÇK,G,57,407031,29.024679,40.992822,1,
15D,D,1,402001,29.096664,41.09465,0,
15D,D,2,218871,29.090535,41.088525,0,
15D,D,3,218872,29.09283,41.089526,0,
15D,D,4,220832,29.09467,41.094515,0,
15D,D,5,216572,29.089316,41.094736,0,
15D,D,6,220751,29.0873,41.095714,0,
15D,D,7,201722,29.088288,41.099256,0,
15D,D,8,200642,29.087375,41.101845,0,
15D,D,9,200652,29.084235,41.103441,0,
15D,D,10,263252,29.083964,41.105318,0,
15D,D,11,219501,29.088431,41.10791,0,
15D,D,12,219511,29.087021,41.112531,0,
15D,D,13,219521,29.091033,41.113768,0,
15D,D,14,219531,29.09545,41.11576,0,
15D,D,15,219541,29.097655,41.118022,0,
15D,D,16,219551,29.098408,41.123032,0,
15D,D,17,219561,29.098406,41.125557,0,
15D,D,18,219571,29.096877,41.127081,0,
15D,D,19,219581,29.094142,41.129873,0,
15D,D,20,219592,29.092229,41.134154,0,
15D,D,21,219602,29.087816,41.136199,0,
15D,D,22,219612,29.087064,41.140344,0,
15D,D,23,219622,29.087281,41.144424,0,
15D,D,24,218892,29.087705,41.148116,0,
15D,D,25,203792,29.089451,41.148956,0,
15D,D,26,219641,29.091119,41.150003,0,
15D,D,27,401101,29.095115,41.148853,0,
15D,D,28,219652,29.099665,41.14827,0,
15D,D,29,219662,29.106649,41.148708,0,
15D,D,30,219671,29.109825,41.148751,0,
15D,D,31,219682,29.113653,41.149069,0,
15D,D,32,219692,29.116752,41.150636,0,
15D,D,33,219701,29.120967,41.150387,0,
15D,D,34,219711,29.126294,41.151184,0,
15D,D,35,219722,29.130233,41.151958,0,
15D,D,36,200461,29.132993,41.152422,0,
15D,D,37,219732,29.136708,41.155507,0,
15D,D,38,216442,29.137661,41.159162,0,
15D,D,39,215291,29.140442,41.163668,0,
15D,D,40,218092,29.14197,41.164655,0,
15D,D,41,215301,29.145144,41.173074,0,
15D,D,42,215311,29.148295,41.175268,0,
15D,D,43,224101,29.150244,41.176325,0,
15D,D,44,203901,29.152657,41.177851,0,
15D,D,45,262731,29.155364,41.179736,0,
15D,D,46,215321,29.158808,41.180125,0,
15D,D,47,215331,29.160937,41.180876,0,
15D,D,48,215342,29.163304,41.183264,0,
15D,D,49,200661,29.164058,41.185545,0,
15D,D,50,200671,29.165762,41.190562,0,
15D,D,51,200921,29.166914,41.196735,0,
15D,D,52,218932,29.168619,41.198998,0,
15D,D,53,201101,29.170288,41.200307,0,
15D,D,54,200472,29.167965,41.203536,0,
15D,D,55,218622,29.163038,41.207533,0,
15D,D,56,259322,29.16299,41.212172,0,
15D,D,57,218612,29.16328,41.216237,0,
15D,D,58,221972,29.156982,41.215091,0,
15D,D,59,221981,29.154147,41.216424,0,
15D,G,1,221981,29.154147,41.216424,1,
15D,G,2,221971,29.157017,41.215003,1,
15D,G,3,218611,29.163367,41.216317,1,
15D,G,4,259321,29.162924,41.212068,1,
15D,G,5,218621,29.16297,41.207593,1,
15D,G,6,200471,29.167881,41.203495,1,
15D,G,7,201102,29.170166,41.200377,1,
15D,G,8,218931,29.168563,41.199058,1,
15D,G,9,200922,29.166804,41.196739,1,
15D,G,10,200672,29.165681,41.190549,1,
15D,G,11,200662,29.163959,41.185527,1,
15D,G,12,215341,29.163169,41.18321,1,
15D,G,13,215332,29.160812,41.180922,1,
15D,G,14,215322,29.158712,41.180269,1,
15D,G,15,203902,29.152515,41.177852,1,
15D,G,16,224102,29.150068,41.176324,1,
15D,G,17,215312,29.148252,41.175343,1,
15D,G,18,215302,29.145005,41.173033,1,
15D,G,19,218091,29.141598,41.165127,1,
15D,G,20,215292,29.140532,41.16365,1,
15D,G,21,216441,29.137731,41.159123,1,
15D,G,22,219731,29.13659,41.155392,1,
15D,G,23,200462,29.133061,41.152532,1,
15D,G,24,219721,29.129345,41.152077,1,
15D,G,25,219712,29.12606,41.151199,1,
15D,G,26,219702,29.120954,41.150461,1,
15D,G,27,219691,29.116625,41.150707,1,
15D,G,28,219681,29.113248,41.148783,1,
15D,G,29,219672,29.109982,41.148732,1,
15D,G,30,219661,29.105922,41.148814,1,
15D,G,31,402101,29.095171,41.148963,1,
15D,G,32,219642,29.091248,41.150133,1,
15D,G,33,219651,29.099326,41.148415,1,
15D,G,34,402101,29.095171,41.148963,1,
15D,G,35,219642,29.091248,41.150133,1,
15D,G,36,203791,29.089378,41.149013,1,
15D,G,37,218891,29.087499,41.147904,1,
15D,G,38,219621,29.087161,41.144582,1,
15D,G,39,219611,29.086897,41.140278,1,
15D,G,40,219601,29.087813,41.135974,1,
15D,G,41,219591,29.091846,41.134254,1,
15D,G,42,219582,29.094008,41.129826,1,
15D,G,43,219572,29.096577,41.127139,1,
15D,G,44,219562,29.098541,41.124916,1,
15D,G,45,219552,29.097938,41.122158,1,
15D,G,46,219542,29.097242,41.117618,1,
15D,G,47,219532,29.094975,41.115726,1,
15D,G,48,219522,29.089592,41.113821,1,
15D,G,49,219512,29.086847,41.112626,1,
15D,G,50,219502,29.087607,41.106937,1,
15D,G,51,263251,29.08333,41.104707,1,
15D,G,52,200651,29.084179,41.103251,1,
15D,G,53,200641,29.087155,41.101588,1,
15D,G,54,201721,29.088011,41.099346,1,
15D,G,55,220752,29.087197,41.095433,1,
15D,G,56,216531,29.087678,41.093188,1,
15D,G,57,200041,29.089306,41.0934,1,
15D,G,58,220821,29.092725,41.093971,1,
15D,G,59,220831,29.094946,41.094352,1,
15D,G,60,402001,29.096664,41.09465,1,
15E,D,1,404091,29.015938,41.027366,0,
15E,D,2,219251,29.020673,41.031224,0,
15E,D,3,219261,29.02568,41.033829,0,
15E,D,4,219271,29.029219,41.036272,0,
15E,D,5,219281,29.035328,41.039354,0,
15E,D,6,219291,29.041642,41.039677,0,
15E,D,7,219301,29.04266,41.043115,0,
15E,D,8,219311,29.046542,41.044798,0,
15E,D,9,219321,29.050154,41.046253,0,
15E,D,10,219333,29.054493,41.048208,0,
15E,D,11,219341,29.05215,41.052295,0,
15E,D,12,219351,29.052917,41.056413,0,
15E,D,13,219361,29.052932,41.061319,0,
15E,D,14,219371,29.056289,41.064347,0,
15E,D,15,219381,29.05692,41.069941,0,
15E,D,16,219391,29.059162,41.074144,0,
15E,D,17,219401,29.065717,41.075898,0,
15E,D,18,219413,29.067485,41.076247,0,
15E,D,19,219411,29.068882,41.077776,0,
15E,D,20,219423,29.069911,41.079938,0,
15E,D,21,220551,29.072736,41.079396,0,
15E,D,22,220602,29.076079,41.079738,0,
15E,D,23,220611,29.080046,41.080777,0,
15E,D,24,220622,29.083858,41.083146,0,
15E,D,25,216562,29.085888,41.085695,0,
15E,D,26,260211,29.088212,41.088942,0,
15E,D,27,218872,29.09283,41.089526,0,
15E,D,28,220832,29.09467,41.094515,0,
15E,D,29,216572,29.089316,41.094736,0,
15E,D,30,220754,29.086912,41.095236,0,
15E,D,31,220762,29.08085,41.097187,0,
15E,D,32,220782,29.075858,41.097258,0,
15E,D,33,216551,29.074079,41.099143,0,
15E,D,34,220791,29.077524,41.100831,0,
15E,D,35,220802,29.075507,41.103014,0,
15E,D,36,220811,29.073024,41.101665,0,
15E,G,1,220811,29.073024,41.101665,1,
15E,G,2,220801,29.075515,41.102918,1,
15E,G,3,220792,29.077411,41.100894,1,
15E,G,4,216552,29.074313,41.099193,1,
15E,G,5,220781,29.075891,41.097139,1,
15E,G,6,220761,29.080921,41.097002,1,
15E,G,7,220753,29.086908,41.095151,1,
15E,G,8,216531,29.087678,41.093188,1,
15E,G,9,200041,29.089306,41.0934,1,
15E,G,10,220821,29.092725,41.093971,1,
15E,G,11,218881,29.095484,41.093684,1,
15E,G,12,218871,29.090535,41.088525,1,
15E,G,13,260212,29.088771,41.089103,1,
15E,G,14,220631,29.086457,41.088427,1,
15E,G,15,216561,29.08556,41.085608,1,
15E,G,16,220621,29.083714,41.083341,1,
15E,G,17,220612,29.080524,41.081363,1,
15E,G,18,220601,29.076591,41.080291,1,
15E,G,19,219422,29.069163,41.080515,1,
15E,G,20,260141,29.066157,41.076482,1,
15E,G,21,219392,29.058653,41.074103,1,
15E,G,22,219382,29.056871,41.069497,1,
15E,G,23,219372,29.055482,41.06389,1,
15E,G,24,219362,29.052769,41.060484,1,
15E,G,25,219352,29.052305,41.055962,1,
15E,G,26,219342,29.052189,41.051217,1,
15E,G,27,219332,29.053832,41.047967,1,
15E,G,28,219322,29.049891,41.046291,1,
15E,G,29,219312,29.0462,41.044765,1,
15E,G,30,219302,29.042404,41.043272,1,
15E,G,31,219292,29.041889,41.040743,1,
15E,G,32,219282,29.035314,41.039558,1,
15E,G,33,219272,29.029519,41.036518,1,
15E,G,34,219262,29.025203,41.033608,1,
15E,G,35,219252,29.020717,41.031372,1,
15E,G,36,404091,29.015938,41.027366,1,
15F,D,1,403031,29.024177,40.992825,0,
15F,D,2,213671,29.021883,40.990678,0,
15F,D,3,205421,29.024859,40.992367,0,
15F,D,4,225541,29.026355,40.996987,0,
15F,D,5,225551,29.029958,41.000199,0,
15F,D,6,213691,29.02886,41.002126,0,
15F,D,7,225571,29.027091,41.004228,0,
15F,D,8,205801,29.022297,41.009855,0,
15F,D,9,222931,29.02142,41.012946,0,
15F,D,10,222941,29.025622,41.013851,0,
15F,D,11,222951,29.029176,41.015688,0,
15F,D,12,222961,29.031659,41.017736,0,
15F,D,13,222971,29.035207,41.020605,0,
15F,D,14,222071,29.040989,41.022105,0,
15F,D,15,215281,29.037532,41.024329,0,
15F,D,16,261321,29.040857,41.026245,0,
15F,D,17,215452,29.041369,41.027829,0,
15F,D,18,215462,29.039878,41.031948,0,
15F,D,19,214674,29.043878,41.038439,0,
15F,D,20,219301,29.04266,41.043115,0,
15F,D,21,219311,29.046542,41.044798,0,
15F,D,22,219321,29.050154,41.046253,0,
15F,D,23,219333,29.054493,41.048208,0,
15F,D,24,219341,29.05215,41.052295,0,
15F,D,25,219351,29.052917,41.056413,0,
15F,D,26,219361,29.052932,41.061319,0,
15F,D,27,219371,29.056289,41.064347,0,
15F,D,28,219381,29.05692,41.069941,0,
15F,D,29,219391,29.059162,41.074144,0,
15F,D,30,219401,29.065717,41.075898,0,
15F,D,31,219413,29.067485,41.076247,0,
15F,D,32,219411,29.068882,41.077776,0,
15F,D,33,219421,29.069276,41.080669,0,
15F,D,34,219431,29.067654,41.084056,0,
15F,D,35,219441,29.066666,41.08762,0,
15F,D,36,219451,29.067806,41.094468,0,
15F,D,37,219461,29.066027,41.099635,0,
15F,D,38,219471,29.06753,41.103243,0,
15F,D,39,219481,29.076634,41.106863,0,
15F,D,40,219491,29.084007,41.106783,0,
15F,D,41,219501,29.088431,41.10791,0,
15F,D,42,219511,29.087021,41.112531,0,
15F,D,43,219521,29.091033,41.113768,0,
15F,D,44,219531,29.09545,41.11576,0,
15F,D,45,219541,29.097655,41.118022,0,
15F,D,46,219551,29.098408,41.123032,0,
15F,D,47,219561,29.098406,41.125557,0,
15F,D,48,219571,29.096877,41.127081,0,
15F,D,49,219581,29.094142,41.129873,0,
15F,D,50,219592,29.092229,41.134154,0,
15F,D,51,219602,29.087816,41.136199,0,
15F,D,52,219612,29.087064,41.140344,0,
15F,D,53,219622,29.087281,41.144424,0,
15F,D,54,218892,29.087705,41.148116,0,
15F,D,55,203792,29.089451,41.148956,0,
15F,D,56,219641,29.091119,41.150003,0,
15F,D,57,401101,29.095115,41.148853,0,
15F,D,58,263721,29.099728,41.14812,0,
15F,D,59,204222,29.099545,41.144265,0,
15F,D,60,262542,29.098538,41.141356,0,
15F,D,61,205291,29.094815,41.141502,0,
15F,G,1,205291,29.094815,41.141502,1,
15F,G,2,262541,29.098452,41.141222,1,
15F,G,3,204221,29.099363,41.144316,1,
15F,G,4,219651,29.099326,41.148415,1,
15F,G,5,402101,29.095171,41.148963,1,
15F,G,6,219642,29.091248,41.150133,1,
15F,G,7,203791,29.089378,41.149013,1,
15F,G,8,218891,29.087499,41.147904,1,
15F,G,9,219621,29.087161,41.144582,1,
15F,G,10,219611,29.086897,41.140278,1,
15F,G,11,219601,29.087813,41.135974,1,
15F,G,12,219591,29.091846,41.134254,1,
15F,G,13,219582,29.094008,41.129826,1,
15F,G,14,219572,29.096577,41.127139,1,
15F,G,15,219562,29.098541,41.124916,1,
15F,G,16,219552,29.097938,41.122158,1,
15F,G,17,219542,29.097242,41.117618,1,
15F,G,18,219532,29.094975,41.115726,1,
15F,G,19,219522,29.089592,41.113821,1,
15F,G,20,219512,29.086847,41.112626,1,
15F,G,21,219502,29.087607,41.106937,1,
15F,G,22,219492,29.083577,41.106833,1,
15F,G,23,219482,29.075214,41.106758,1,
15F,G,24,219472,29.068011,41.103781,1,
15F,G,25,219462,29.065951,41.099752,1,
15F,G,26,219452,29.067615,41.094396,1,
15F,G,27,219442,29.066567,41.087196,1,
15F,G,28,219432,29.067277,41.083681,1,
15F,G,29,219422,29.069163,41.080515,1,
15F,G,30,260141,29.066157,41.076482,1,
15F,G,31,219392,29.058653,41.074103,1,
15F,G,32,219382,29.056871,41.069497,1,
15F,G,33,219372,29.055482,41.06389,1,
15F,G,34,219362,29.052769,41.060484,1,
15F,G,35,219352,29.052305,41.055962,1,
15F,G,36,219342,29.052189,41.051217,1,
15F,G,37,219332,29.053832,41.047967,1,
15F,G,38,219322,29.049891,41.046291,1,
15F,G,39,219312,29.0462,41.044765,1,
15F,G,40,219302,29.042404,41.043272,1,
15F,G,41,214673,29.043858,41.03685,1,
15F,G,42,215461,29.039721,41.031884,1,
15F,G,43,215451,29.040292,41.027875,1,
15F,G,44,214861,29.045521,41.025619,1,
15F,G,45,224051,29.04423,41.023238,1,
15F,G,46,222081,29.042578,41.02347,1,
15F,G,47,222061,29.035958,41.022554,1,
15F,G,48,222972,29.035006,41.020745,1,
15F,G,49,222962,29.031668,41.017942,1,
15F,G,50,222952,29.02884,41.015651,1,
15F,G,51,222942,29.02412,41.013645,1,
15F,G,52,222932,29.02083,41.013114,1,
15F,G,53,215181,29.019815,41.010568,1,
15F,G,54,225572,29.021362,41.004975,1,
15F,G,55,213701,29.022684,41.00188,1,
15F,G,56,225542,29.024512,40.995076,1,
15F,G,57,403031,29.024177,40.992825,1,
15H,D,1,404091,29.015938,41.027366,0,
15H,D,2,219251,29.020673,41.031224,0,
15H,D,3,219261,29.02568,41.033829,0,
15H,D,4,219271,29.029219,41.036272,0,
15H,D,5,219281,29.035328,41.039354,0,
15H,D,6,219291,29.041642,41.039677,0,
15H,D,7,219301,29.04266,41.043115,0,
15H,D,8,219311,29.046542,41.044798,0,
15H,D,9,219321,29.050154,41.046253,0,
15H,D,10,219333,29.054493,41.048208,0,
15H,D,11,219341,29.05215,41.052295,0,
15H,D,12,219351,29.052917,41.056413,0,
15H,D,13,219361,29.052932,41.061319,0,
15H,D,14,219371,29.056289,41.064347,0,
15H,D,15,219381,29.05692,41.069941,0,
15H,D,16,219391,29.059162,41.074144,0,
15H,D,17,219401,29.065717,41.075898,0,
15H,D,18,219413,29.067485,41.076247,0,
15H,D,19,220321,29.071487,41.072987,0,
15H,D,20,220332,29.073346,41.070288,0,
15H,D,21,220342,29.076458,41.06878,0,
15H,D,22,220351,29.078712,41.066151,0,
15H,D,23,220362,29.081694,41.065031,0,
15H,D,24,220372,29.085731,41.064098,0,
15H,D,25,220382,29.090183,41.065438,0,
15H,D,26,220392,29.095477,41.064654,0,
15H,D,27,220401,29.095431,41.063127,0,
15H,D,28,220412,29.096511,41.061147,0,
15H,D,29,218061,29.098253,41.061281,0,
15H,G,1,218061,29.098253,41.061281,1,
15H,G,2,220411,29.096591,41.061317,1,
15H,G,3,220402,29.095671,41.063578,1,
15H,G,4,220391,29.09565,41.064806,1,
15H,G,5,220381,29.089952,41.065627,1,
15H,G,6,220371,29.084907,41.064282,1,
15H,G,7,220361,29.081364,41.065148,1,
15H,G,8,220352,29.078361,41.066643,1,
15H,G,9,220341,29.076525,41.06882,1,
15H,G,10,220331,29.073319,41.070526,1,
15H,G,11,220321,29.071487,41.072987,1,
15H,G,12,204341,29.069245,41.074989,1,
15H,G,13,219411,29.068882,41.077776,1,
15H,G,14,260141,29.066157,41.076482,1,
15H,G,15,219392,29.058653,41.074103,1,
15H,G,16,219382,29.056871,41.069497,1,
15H,G,17,219372,29.055482,41.06389,1,
15H,G,18,219362,29.052769,41.060484,1,
15H,G,19,219352,29.052305,41.055962,1,
15H,G,20,219342,29.052189,41.051217,1,
15H,G,21,219332,29.053832,41.047967,1,
15H,G,22,219322,29.049891,41.046291,1,
15H,G,23,219312,29.0462,41.044765,1,
15H,G,24,219302,29.042404,41.043272,1,
15H,G,25,219292,29.041889,41.040743,1,
15H,G,26,219282,29.035314,41.039558,1,
15H,G,27,219272,29.029519,41.036518,1,
15H,G,28,219262,29.025203,41.033608,1,
15H,G,29,219252,29.020717,41.031372,1,
15H,G,30,404091,29.015938,41.027366,1,
15K,D,1,404091,29.015938,41.027366,0,
15K,D,2,219251,29.020673,41.031224,0,
15K,D,3,219261,29.02568,41.033829,0,
15K,D,4,219271,29.029219,41.036272,0,
15K,D,5,219281,29.035328,41.039354,0,
15K,D,6,219291,29.041642,41.039677,0,
15K,D,7,219301,29.04266,41.043115,0,
15K,D,8,219313,29.046241,41.04404,0,
15K,D,9,219952,29.051181,41.040745,0,
15K,D,10,219961,29.052186,41.039213,0,
15K,D,11,219971,29.055449,41.038761,0,
15K,D,12,219981,29.058079,41.038071,0,
15K,D,13,219991,29.058884,41.036418,0,
15K,D,14,220001,29.062389,41.035446,0,
15K,D,15,220041,29.060631,41.0374,0,
15K,D,16,216372,29.059796,41.039121,0,
15K,D,17,216362,29.059606,41.04068,0,
15K,D,18,220051,29.06017,41.041917,0,
15K,G,1,220051,29.06017,41.041917,1,
15K,G,2,216361,29.059905,41.040867,1,
15K,G,3,216371,29.059701,41.039311,1,
15K,G,4,220042,29.06052,41.037232,1,
15K,G,5,220002,29.062313,41.035556,1,
15K,G,6,219992,29.059091,41.036441,1,
15K,G,7,219982,29.058078,41.038412,1,
15K,G,8,219972,29.055624,41.038918,1,
15K,G,9,219962,29.052149,41.039443,1,
15K,G,10,219951,29.05143,41.040885,1,
15K,G,11,219314,29.046439,41.044004,1,
15K,G,12,219312,29.0462,41.044765,1,
15K,G,13,219302,29.042404,41.043272,1,
15K,G,14,219292,29.041889,41.040743,1,
15K,G,15,219282,29.035314,41.039558,1,
15K,G,16,219272,29.029519,41.036518,1,
15K,G,17,219262,29.025203,41.033608,1,
15K,G,18,219252,29.020717,41.031372,1,
15K,G,19,404091,29.015938,41.027366,1,
15KB,D,1,225654,29.099218,40.976064,0,
15KB,D,2,261282,29.09392,41.090541,0,
15KB,D,3,259281,29.096826,41.094473,0,
15KB,D,4,401001,29.096687,41.094746,0,
15KB,G,1,401001,29.096687,41.094746,1,
15KB,G,2,218871,29.090535,41.088525,1,
15KB,G,3,225653,29.098821,40.975081,1,
15KB,G,4,225662,29.101936,40.969202,1,
15KB,G,5,225672,29.104513,40.965187,1,
15KB,G,6,225661,29.101715,40.971384,1,
15KB,G,7,225652,29.099238,40.975718,1,
15KÇ,D,1,404091,29.015938,41.027366,0,
15KÇ,D,2,219251,29.020673,41.031224,0,
15KÇ,D,3,219261,29.02568,41.033829,0,
15KÇ,D,4,219271,29.029219,41.036272,0,
15KÇ,D,5,219281,29.035328,41.039354,0,
15KÇ,D,6,219291,29.041642,41.039677,0,
15KÇ,D,7,219301,29.04266,41.043115,0,
15KÇ,D,8,219311,29.046542,41.044798,0,
15KÇ,D,9,219321,29.050154,41.046253,0,
15KÇ,D,10,219333,29.054493,41.048208,0,
15KÇ,D,11,219341,29.05215,41.052295,0,
15KÇ,D,12,219351,29.052917,41.056413,0,
15KÇ,D,13,219361,29.052932,41.061319,0,
15KÇ,D,14,219371,29.056289,41.064347,0,
15KÇ,D,15,219381,29.05692,41.069941,0,
15KÇ,D,16,219391,29.059162,41.074144,0,
15KÇ,D,17,219401,29.065717,41.075898,0,
15KÇ,D,18,219413,29.067485,41.076247,0,
15KÇ,D,19,219411,29.068882,41.077776,0,
15KÇ,D,20,219421,29.069276,41.080669,0,
15KÇ,D,21,219431,29.067654,41.084056,0,
15KÇ,D,22,219441,29.066666,41.08762,0,
15KÇ,D,23,219453,29.068224,41.093209,0,
15KÇ,D,24,220671,29.080284,41.093549,0,
15KÇ,D,25,220691,29.080673,41.090626,0,
15KÇ,D,26,200551,29.082492,41.091034,0,
15KÇ,D,27,220742,29.085991,41.092765,0,
15KÇ,D,28,200041,29.089306,41.0934,0,
15KÇ,D,29,220821,29.092725,41.093971,0,
15KÇ,D,30,220831,29.094946,41.094352,0,
15KÇ,D,31,259281,29.096826,41.094473,0,
15KÇ,D,32,220842,29.099247,41.094991,0,
15KÇ,D,33,220901,29.10206,41.093603,0,
15KÇ,D,34,216231,29.105743,41.092426,0,
15KÇ,D,35,220912,29.107919,41.092905,0,
15KÇ,D,36,220921,29.112232,41.092449,0,
15KÇ,D,37,200611,29.114691,41.091663,0,
15KÇ,D,38,220932,29.118007,41.090193,0,
15KÇ,D,39,218632,29.122571,41.089568,0,
15KÇ,D,40,220941,29.125143,41.090247,0,
15KÇ,D,41,200831,29.125856,41.091131,0,
15KÇ,D,42,214932,29.12787,41.093014,0,
15KÇ,D,43,201531,29.130514,41.09322,0,
15KÇ,D,44,205001,29.133429,41.093366,0,
15KÇ,D,45,216122,29.134541,41.09138,0,
15KÇ,D,46,201522,29.135107,41.089763,0,
15KÇ,D,47,203332,29.137464,41.08774,0,
15KÇ,D,48,220951,29.136097,41.085787,0,
15KÇ,D,49,220962,29.138554,41.082506,0,
15KÇ,D,50,220972,29.140224,41.080553,0,
15KÇ,D,51,220992,29.144278,41.079181,0,
15KÇ,D,52,221002,29.14914,41.079583,0,
15KÇ,D,53,217792,29.151281,41.079413,0,
15KÇ,D,54,221011,29.153903,41.079105,0,
15KÇ,D,55,200932,29.154986,41.080246,0,
15KÇ,D,56,221021,29.156314,41.08102,0,
15KÇ,D,57,200681,29.158329,41.081433,0,
15KÇ,D,58,201701,29.163015,41.084833,0,
15KÇ,D,59,200701,29.166553,41.087574,0,
15KÇ,D,60,261172,29.177236,41.091869,0,
15KÇ,D,61,261162,29.179395,41.085747,0,
15KÇ,D,62,261582,29.182661,41.083931,0,
15KÇ,D,63,261272,29.1859,41.080423,0,
15KÇ,D,64,285872,29.178248,41.076842,0,
15KÇ,D,65,261152,29.174067,41.076652,0,
15KÇ,D,66,201691,29.173825,41.072327,0,
15KÇ,G,1,201691,29.173825,41.072327,1,
15KÇ,G,2,261151,29.174067,41.076652,1,
15KÇ,G,3,285871,29.178397,41.076824,1,
15KÇ,G,4,261271,29.185957,41.080492,1,
15KÇ,G,5,261581,29.182732,41.083968,1,
15KÇ,G,6,261161,29.179591,41.085715,1,
15KÇ,G,7,261171,29.177263,41.091919,1,
15KÇ,G,8,221031,29.169287,41.090646,1,
15KÇ,G,9,200702,29.166413,41.087664,1,
15KÇ,G,10,201702,29.162937,41.084937,1,
15KÇ,G,11,200682,29.158255,41.081518,1,
15KÇ,G,12,221022,29.156979,41.081176,1,
15KÇ,G,13,200931,29.154899,41.080332,1,
15KÇ,G,14,221012,29.153568,41.079209,1,
15KÇ,G,15,217791,29.151431,41.079488,1,
15KÇ,G,16,221001,29.148722,41.079646,1,
15KÇ,G,17,220991,29.144202,41.079338,1,
15KÇ,G,18,220971,29.140402,41.080588,1,
15KÇ,G,19,220961,29.138606,41.082695,1,
15KÇ,G,20,220952,29.136267,41.085879,1,
15KÇ,G,21,203331,29.137478,41.087621,1,
15KÇ,G,22,201522,29.135107,41.089763,1,
15KÇ,G,23,216121,29.134619,41.091424,1,
15KÇ,G,24,205002,29.13334,41.093472,1,
15KÇ,G,25,201532,29.130484,41.093339,1,
15KÇ,G,26,214931,29.127833,41.093125,1,
15KÇ,G,27,200832,29.12565,41.090986,1,
15KÇ,G,28,220942,29.125243,41.090384,1,
15KÇ,G,29,218631,29.122654,41.089966,1,
15KÇ,G,30,220931,29.118678,41.089919,1,
15KÇ,G,31,200612,29.114837,41.091689,1,
15KÇ,G,32,220922,29.11223,41.092573,1,
15KÇ,G,33,220911,29.108111,41.093033,1,
15KÇ,G,34,216232,29.105605,41.092512,1,
15KÇ,G,35,220902,29.10213,41.093669,1,
15KÇ,G,36,220841,29.097411,41.094979,1,
15KÇ,G,37,220832,29.09467,41.094515,1,
15KÇ,G,38,216572,29.089316,41.094736,1,
15KÇ,G,39,220741,29.085897,41.092842,1,
15KÇ,G,40,200552,29.082536,41.091107,1,
15KÇ,G,41,220692,29.080723,41.090748,1,
15KÇ,G,42,220672,29.079572,41.093805,1,
15KÇ,G,43,219453,29.068224,41.093209,1,
15KÇ,G,44,219442,29.066567,41.087196,1,
15KÇ,G,45,219432,29.067277,41.083681,1,
15KÇ,G,46,219422,29.069163,41.080515,1,
15KÇ,G,47,260141,29.066157,41.076482,1,
15KÇ,G,48,219392,29.058653,41.074103,1,
15KÇ,G,49,219382,29.056871,41.069497,1,
15KÇ,G,50,219372,29.055482,41.06389,1,
15KÇ,G,51,219362,29.052769,41.060484,1,
15KÇ,G,52,219352,29.052305,41.055962,1,
15KÇ,G,53,219342,29.052189,41.051217,1,
15KÇ,G,54,219332,29.053832,41.047967,1,
15KÇ,G,55,219322,29.049891,41.046291,1,
15KÇ,G,56,219312,29.0462,41.044765,1,
15KÇ,G,57,219302,29.042404,41.043272,1,
15KÇ,G,58,219292,29.041889,41.040743,1,
15KÇ,G,59,219282,29.035314,41.039558,1,
15KÇ,G,60,219272,29.029519,41.036518,1,
15KÇ,G,61,219262,29.025203,41.033608,1,
15KÇ,G,62,219252,29.020717,41.031372,1,
15KÇ,G,63,404091,29.015938,41.027366,1,
15M,D,1,404091,29.015938,41.027366,0,
15M,D,2,219251,29.020673,41.031224,0,
15M,D,3,219261,29.02568,41.033829,0,
15M,D,4,219271,29.029219,41.036272,0,
15M,D,5,219281,29.035328,41.039354,0,
15M,D,6,219291,29.041642,41.039677,0,
15M,D,7,219301,29.04266,41.043115,0,
15M,D,8,219311,29.046542,41.044798,0,
15M,D,9,219321,29.050154,41.046253,0,
15M,D,10,219333,29.054493,41.048208,0,
15M,D,11,219341,29.05215,41.052295,0,
15M,D,12,219351,29.052917,41.056413,0,
15M,D,13,219361,29.052932,41.061319,0,
15M,D,14,219371,29.056289,41.064347,0,
15M,D,15,219381,29.05692,41.069941,0,
