DURAKKODU,YON,HATKODU,SIRANO
112311,G,40B,25
112311,G,42T,23
112312,D,25E,31
112312,D,40,33
112312,D,40B,27
112312,D,42T,32
112321,G,25E,24
112321,G,40,52
112321,G,40B,24
112321,G,42T,22
112322,D,25E,32
112322,D,40,34
112322,D,40B,28
112322,D,42T,33
112331,G,25E,22
112331,G,40,50
112331,G,40B,22
112331,G,42T,20
112332,D,25E,34
112332,D,40,36
112332,D,40B,30
112332,D,42T,35
112341,G,25E,21
112341,G,40,49
112341,G,40B,21
112341,G,42T,19
112342,D,25E,35
112342,D,40,37
112342,D,40B,31
112342,D,42T,36
112351,G,25E,20
112351,G,40,48
112351,G,40B,20
112351,G,42T,18
112352,G,25A,24
112352,D,25Y,36
112353,D,25E,36
112353,D,40,38
112353,D,40B,32
112353,D,42T,37
112354,D,25A,7
112354,G,25Y,7
112361,G,25A,23
112361,G,25E,19
112361,D,25Y,35
112361,G,40,47
112361,G,40B,19
112361,G,42T,17
112362,D,25A,8
112362,D,25E,37
112362,G,25Y,8
112362,D,40,39
112362,D,40B,33
112362,D,42T,38
112371,G,25A,22
112371,G,25E,18
112371,D,25Y,34
112371,G,40,46
112371,G,40B,18
112371,G,42T,16
112372,D,25A,9
112372,D,25E,38
112372,G,25Y,9
112372,D,40,40
112372,D,40B,34
112372,D,42T,39
112381,G,25A,21
112381,G,25E,17
112381,D,25Y,33
112381,G,40,45
112381,G,40B,17
112381,G,42T,15
112382,D,25A,10
112382,D,25E,39
112382,G,25Y,10
112382,D,40,41
112382,D,40B,35
112382,D,42T,40
112391,G,25A,20
112391,G,25E,16
112391,D,25Y,32
112391,G,40,44
112391,G,40B,16
112391,G,42T,14
112392,D,25A,11
112392,D,25E,40
112392,G,25Y,11
112392,D,40,42
112392,D,40B,36
112392,D,42T,41
112401,G,25A,19
112401,G,25E,15
112401,D,25Y,31
112401,G,40,43
112401,G,40B,15
112401,G,42T,13
112402,D,25A,12
112402,D,25E,41
112402,G,25Y,12
112402,D,40,43
112402,D,40B,37
112402,D,42T,42
112411,D,150,42
112411,D,151,42
112411,D,152,56
112411,D,153,14
112411,D,154,30
112411,D,25,17
112411,G,25A,18
112411,G,25E,14
112411,G,25G,14
112411,D,25S2,14
112411,G,25T,14
112411,D,25Y,30
112411,G,40,42
112411,G,40B,14
112411,G,41,24
112411,D,41C,14
112411,G,41SF,14
112411,G,42K,14
112411,D,42KM,12
112411,G,59RS,14
112412,D,25A,13
112412,D,25E,42
112412,D,25T,25
112412,G,25Y,13
112412,D,40,44
112412,D,40B,38
112412,D,41,16
112412,D,42,37
112412,D,42HM,5
112412,G,42KM,16
112412,D,42M,18
112412,D,42T,43
112412,G,42Z,5
112412,D,48D,5
112421,D,150,40
112421,D,151,40
112421,D,152,54
112421,D,153,12
112421,D,154,28
112421,D,25,15
112421,G,25A,16
112421,G,25E,12
112421,G,25G,12
112421,D,25S2,12
112421,G,25T,12
112421,D,25Y,28
112421,G,40,40
112421,G,40B,12
112421,G,41,22
112421,D,41C,12
112421,G,41SF,12
112421,G,42K,12
112421,D,42KM,11
112421,G,42KM,19
112421,G,42KT,12
112421,G,59RS,12
112421,G,HM1,12
112431,D,150,39
112431,D,151,39
112431,D,152,53
112431,D,153,11
112431,D,154,27
112431,D,25,14
112431,G,25A,15
112431,G,25E,11
112431,G,25G,11
112431,D,25S2,11
112431,G,25T,11
112431,D,25Y,27
112431,G,40,39
112431,G,40B,11
112431,G,41,21
112431,D,41C,11
112431,G,41SF,11
112431,G,42K,11
112431,D,42KM,10
112431,G,42KT,11
112431,G,59RS,11
112431,G,HM1,11
112432,G,150,8
112432,G,151,8
112432,G,152,8
112432,G,153,14
112432,G,154,8
112432,G,25,8
112432,D,25A,15
112432,D,25E,44
112432,D,25G,34
112432,D,25T,27
112432,G,25Y,15
112432,D,40,46
112432,D,40B,40
112432,D,41,18
112432,G,41C,44
112432,D,41SF,52
112432,G,42K,34
112432,D,42KT,11
112432,D,59RS,28
112432,G,HM1,8
112433,G,42KM,18
112441,D,150,38
112441,D,151,38
112441,D,152,52
112441,D,153,10
112441,D,154,26
112441,D,25,13
112441,G,25A,14
112441,G,25E,10
112441,G,25G,10
112441,D,25S2,10
112441,G,25T,10
112441,D,25Y,26
112441,G,40,38
112441,G,40B,10
112441,G,41,20
112441,D,41C,10
112441,G,41SF,10
112441,G,42K,10
112441,G,42KT,10
112441,G,59RS,10
112441,G,HM1,10
112451,D,150,37
112451,D,151,37
112451,D,152,51
112451,D,153,9
112451,D,154,25
112451,D,25,12
112451,G,25A,13
112451,G,25E,9
112451,G,25G,9
112451,D,25S2,9
112451,G,25T,9
112451,D,25Y,25
112451,G,40,37
112451,G,40B,9
112451,G,41,19
112451,D,41C,9
112451,G,41SF,9
112451,G,42K,9
112451,G,42KT,9
112451,G,59RS,9
112451,G,HM1,9
112452,G,150,9
112452,G,151,9
112452,G,152,9
112452,G,153,15
112452,G,154,9
112452,G,25,9
112452,D,25A,16
112452,D,25E,45
112452,D,25G,35
112452,D,25T,28
112452,G,25Y,16
112452,D,40,47
112452,D,40B,41
112452,D,41,19
112452,G,41C,45
112452,D,41SF,53
112452,G,42K,35
112452,D,42KT,12
112452,D,59RS,29
112461,D,150,36
112461,D,151,36
112461,D,152,50
112461,D,153,8
112461,D,154,24
112461,D,25,11
112461,G,25A,12
112461,G,25E,8
112461,G,25G,8
112461,D,25S2,8
112461,G,25T,8
112461,D,25Y,24
112461,G,40,36
112461,G,40B,8
112461,G,41,18
112461,D,41C,8
112461,G,41SF,8
112461,G,42K,8
112461,G,42KT,8
112461,G,59RS,8
112462,G,150,10
112462,G,151,10
112462,G,152,10
112462,G,153,16
112462,G,154,10
112462,G,25,10
112462,D,25A,17
112462,D,25E,46
112462,D,25G,36
112462,D,25T,29
112462,G,25Y,17
112462,D,40,48
112462,D,40B,42
112462,D,41,20
112462,G,41C,46
112462,D,41SF,54
112462,G,42K,36
112462,D,42KT,13
112462,D,59RS,30
112471,D,150,35
112471,D,151,35
112471,D,152,49
112471,D,153,7
112471,D,154,23
112471,D,25,10
112471,G,25A,11
112471,G,25E,7
112471,G,25G,7
112471,D,25S2,7
112471,G,25T,7
112471,D,25Y,23
112471,G,40,35
112471,G,40B,7
112471,G,41,17
112471,D,41C,7
112471,G,41SF,7
112471,G,42K,7
112471,G,42KT,7
112471,G,59RS,7
112472,G,150,11
112472,G,151,11
112472,G,152,11
112472,G,153,17
112472,G,154,11
112472,G,25,11
112472,D,25A,18
112472,D,25E,47
112472,D,25G,37
112472,D,25T,30
112472,G,25Y,18
112472,D,40,49
112472,D,40B,43
112472,D,41,21
112472,G,41C,47
112472,D,41SF,55
112472,G,42K,37
112472,D,42KT,14
112472,D,59RS,31
112481,D,150,34
112481,D,151,34
112481,D,152,48
112481,D,153,6
112481,D,154,22
112481,D,25,9
112481,G,25A,10
112481,G,25E,6
112481,G,25G,6
112481,D,25S2,6
112481,G,25T,6
112481,D,25Y,22
112481,G,40,34
112481,G,40B,6
112481,G,41,16
112481,D,41C,6
112481,G,41SF,6
112481,G,42K,6
112481,G,42KT,6
112481,G,59RS,6
112482,G,150,12
112482,G,151,12
112482,G,152,12
112482,G,153,18
112482,G,154,12
112482,G,25,12
112482,D,25A,19
112482,D,25E,48
112482,D,25G,38
112482,D,25T,31
112482,G,25Y,19
112482,D,40,50
112482,D,40B,44
112482,D,41,22
112482,G,41C,48
112482,D,41SF,56
112482,G,42K,38
112482,D,42KT,15
112482,D,59RS,32
112491,D,150,33
112491,D,151,33
112491,D,152,47
112491,D,153,5
112491,D,154,21
112491,D,25,8
112491,G,25A,9
112491,G,25E,5
112491,G,25G,5
112491,D,25S2,5
112491,G,25T,5
112491,D,25Y,21
112491,G,40,33
112491,G,40B,5
112491,G,41,15
112491,D,41C,5
112491,G,41SF,5
112491,G,42K,5
112491,G,42KT,5
112491,G,59RS,5
112492,G,150,13
112492,G,151,13
112492,G,152,13
112492,G,153,19
112492,G,154,13
112492,G,25,13
112492,D,25A,20
112492,D,25E,49
112492,D,25G,39
112492,D,25T,32
112492,G,25Y,20
112492,D,40,51
112492,D,40B,45
112492,D,41,23
112492,G,41C,49
112492,D,41SF,57
112492,G,42K,39
112492,D,42KT,16
112492,D,59RS,33
112501,G,25A,7
112502,D,25A,22
112511,D,25A,23
112512,G,25A,6
112521,D,25A,25
112522,G,25A,4
112531,D,25A,26
112532,G,25A,3
112541,D,25A,28
112541,G,25A,1
112591,G,150,16
112591,G,151,16
112591,G,152,16
112591,G,154,16
112591,D,40,54
112591,D,41,26
112591,G,H-8,7
112592,D,150,29
112592,D,151,29
112592,D,152,43
112592,D,154,17
112592,G,40,29
112592,G,41,11
112592,D,H-8,25
112601,G,150,17
112601,G,151,17
112601,G,152,17
112601,G,154,17
112601,D,40,55
112601,D,41,27
112601,G,H-8,8
112602,D,150,28
112602,D,151,28
112602,D,152,42
112602,D,154,16
112602,G,40,28
112602,G,41,10
112602,D,H-8,24
112611,G,150,18
112611,G,151,18
112611,G,152,18
112611,G,154,18
112611,D,40,56
112611,D,41,28
112611,G,H-8,9
112612,D,150,27
112612,D,151,27
112612,D,152,41
112612,D,154,15
112612,G,40,27
112612,G,41,9
112612,D,H-8,23
112621,G,150,19
112621,G,151,19
112621,G,152,19
112621,G,154,19
112621,D,40,57
112621,D,41,29
112621,G,H-8,10
112622,D,150,26
112622,D,151,26
112622,D,152,40
112622,D,154,14
112622,G,40,26
112622,G,41,8
112622,D,H-8,22
112632,D,150,25
112632,D,151,25
112632,D,152,39
112632,D,154,13
112632,G,40,25
112632,G,41,7
112632,D,H-8,21
112641,G,150,26
112641,G,154,25
112641,D,40,63
112641,D,41,35
112642,D,150,19
112642,D,154,7
112642,G,40,19
112642,G,41,1
112651,D,150,18
112651,D,154,6
112651,G,40,18
112652,G,150,27
112652,G,154,26
112652,D,40,64
112661,G,150,29
112661,G,154,28
112661,D,40,66
112662,D,150,16
112662,D,154,4
112662,G,40,16
112671,G,150,34
112671,D,40,71
112672,D,150,11
112672,G,40,11
112681,D,150,10
112681,G,150,41
112681,D,40,78
112681,G,40,4
112682,G,150,35
112682,D,40,72
112682,G,40,10
112691,D,150,7
112691,G,150,38
112691,D,40,75
112691,G,40,7
112701,G,150,42
112701,D,40,79
112702,D,150,4
112702,G,40,3
112711,G,150,43
112711,D,40,80
112712,D,150,3
112712,G,40,2
112721,D,150,2
112721,D,40,81
112721,G,40,1
112722,G,150,44
112731,G,151,21
112731,G,152,21
112731,G,25Y,32
112731,G,59HS,13
112731,G,H-8,12
112732,D,151,23
112732,D,152,37
112732,D,25Y,7
112732,D,59HS,28
112732,D,H-8,19
112741,G,151,23
112741,G,152,23
112741,G,59HS,15
112741,G,H-8,14
112742,D,151,21
112742,D,152,35
112742,D,59HS,26
112742,D,H-8,17
112751,G,151,25
112751,G,152,25
112751,G,59HS,17
112751,G,59RK,28
112751,G,H-8,16
112752,D,151,19
112752,D,152,33
112752,D,H-8,15
112753,D,59HS,24
112753,D,59RK,20
112761,G,151,26
112761,G,59RK,29
112761,G,H-8,17
112762,D,151,18
112762,D,59RK,19
112762,D,H-8,14
112771,G,151,27
112771,G,59RK,30
112771,G,H-8,18
112772,D,151,17
112772,D,59RK,18
112772,D,H-8,13
112781,D,151,14
112781,D,59RK,15
112781,D,H-8,10
112781,G,H-8,21
112782,G,151,30
112782,G,59RK,33
112791,G,151,32
112791,G,59RK,35
112791,G,H-8,23
112793,D,151,11
112793,D,H-8,7
112794,D,152,21
112794,D,59HS,13
112795,D,151,12
112795,D,59RK,13
112795,D,H-8,8
112796,G,152,37
112796,G,59HS,28
112801,G,151,33
112801,G,H-8,24
112802,D,151,10
112802,D,H-8,6
112811,G,151,34
112811,G,H-8,25
112812,D,151,9
112812,D,H-8,5
112821,G,151,36
112822,D,151,7
112831,G,151,35
112831,G,H-8,26
112832,D,151,8
112832,D,H-8,4
112841,G,151,38
112842,D,151,5
112851,G,151,39
112852,D,151,4
112861,G,151,41
112862,D,151,2
112871,D,151,1
112871,G,151,42
112881,D,152,1
112881,G,152,57
112891,G,59RK,23
112892,D,59RK,25
112901,G,150,15
112901,G,151,15
112901,G,152,15
112901,G,153,21
112901,G,154,15
112901,D,25E,51
112901,D,25G,41
112901,D,25T,34
112901,G,25Y,22
112901,D,40,53
112901,D,40B,47
112901,D,41,25
112901,G,41C,51
112901,D,41SF,58
112901,G,42K,41
112901,D,42KT,18
112901,D,59RS,35
112902,D,150,31
112902,D,151,31
112902,D,152,45
112902,D,153,3
112902,D,154,19
112902,D,25,6
112902,G,25E,3
112902,G,25G,3
112902,D,25S1,1
112902,G,25S1,6
112902,D,25S2,3
112902,G,25T,3
112902,D,25Y,19
112902,G,40,31
112902,G,40B,3
112902,G,41,13
112902,D,41C,3
112902,G,41SF,3
112902,G,42K,3
112902,G,42KT,3
112902,G,59RS,3
112902,G,H-8,6
112911,D,153,2
112911,G,25E,2
112911,G,25G,2
112911,G,25S1,5
112911,D,25S2,2
112911,G,25T,2
112911,D,25Y,18
112911,G,40B,2
112911,D,41C,2
112911,G,41SF,2
112911,G,42K,2
112911,G,42KT,2
112911,G,59RS,2
112911,G,H-8,5
112912,G,153,22
112912,D,25E,52
112912,D,25G,42
112912,D,25S1,2
112912,D,25T,35
112912,G,25Y,23
112912,D,40B,48
112912,G,41C,52
112912,D,41SF,59
112912,G,42K,42
112912,D,42KT,19
112912,G,59HS,5
112912,D,59RS,36
112912,D,H-8,27
112921,G,152,47
112922,D,152,11
112931,G,152,46
112932,D,152,12
112941,G,152,45
112941,G,59HS,38
112941,G,59RK,43
112942,D,152,13
112942,D,59HS,5
112942,D,59RK,5
112951,G,152,44
112951,G,59HS,37
112951,G,59RK,42
112952,D,152,14
112952,D,59HS,6
112952,D,59RK,6
112961,G,152,41
112961,G,59HS,34
112961,G,59RK,39
112962,D,152,17
112962,D,59HS,9
112962,D,59RK,9
112971,G,152,40
112971,G,59HS,30
112971,G,59HS,33
112971,G,59RK,38
112972,D,152,18
112972,D,59HS,10
112972,D,59RK,10
112981,G,152,39
112981,G,59HS,29
112981,G,59HS,32
112981,G,59RK,37
112982,D,152,19
112982,D,59HS,11
112982,D,59RK,11
112991,G,152,38
112991,G,59HS,31
112991,G,59RK,36
112992,D,152,20
112992,D,59HS,12
112992,D,59RK,12
113001,D,150,43
113001,D,151,43
113001,D,152,57
113001,D,153,15
113001,D,154,31
113001,D,25,18
113001,G,25G,15
113001,D,41C,15
113001,G,41SF,15
113001,D,42,38
113001,D,42HM,6
113001,G,42K,15
113001,D,42M,19
113001,D,42T,44
113001,G,42Z,6
113001,D,48D,6
113001,G,59RS,15
113001,G,HM1,40
113002,G,150,6
113002,G,151,6
113002,G,152,6
113002,G,153,12
113002,G,154,6
113002,G,25,6
113002,D,25G,32
113002,G,41C,42
113002,D,41SF,50
113002,G,42,12
113002,G,42HM,12
113002,G,42K,32
113002,G,42M,12
113002,G,42T,12
113002,G,42Z,23
113002,G,48D,36
113002,D,59RS,26
113002,G,HM1,6
113011,D,150,44
113011,D,151,44
113011,D,152,58
113011,D,153,16
113011,D,154,32
113011,D,25,19
113011,G,25G,16
113011,D,41C,16
113011,G,41SF,16
113011,D,42,39
113011,D,42HM,7
113011,G,42K,16
113011,D,42M,20
113011,D,42T,45
113011,G,42Z,7
113011,D,48D,7
113011,G,59RS,16
113011,G,HM1,41
113012,G,150,5
113012,G,151,5
113012,G,152,5
113012,G,153,11
113012,G,154,5
113012,G,25,5
113012,D,25G,31
113012,G,41C,41
113012,D,41SF,49
113012,G,42,11
113012,G,42HM,11
113012,G,42K,31
113012,G,42M,11
113012,G,42T,11
113012,G,42Z,22
113012,G,48D,35
113012,D,59RS,25
113012,G,HM1,5
113021,D,153,18
113021,D,42,41
113021,D,42HM,9
113021,G,42K,18
113021,D,42M,22
113021,D,42T,47
113021,D,48D,9
113022,G,153,9
113022,G,42,9
113022,G,42HM,9
113022,G,42M,9
113022,G,42T,9
113022,G,42Z,9
113022,G,48D,33
113031,D,153,19
113031,D,42,42
113031,D,42HM,10
113031,D,42M,23
113031,D,42T,48
113031,D,48D,10
113032,G,153,8
113032,G,42,8
113032,G,42HM,8
113032,G,42M,8
113032,G,42T,8
113032,G,48D,32
113041,D,153,20
113041,D,42,43
113041,D,42HM,11
113041,G,42HM,7
113041,D,42M,24
113041,D,42T,49
113041,D,48D,11
113042,G,153,7
113042,G,42,7
113042,G,42M,7
113042,G,42T,7
113042,G,48D,31
113061,D,153,21
113061,D,42,44
113061,D,42HM,12
113061,D,42M,25
113061,D,42T,50
113061,D,48D,12
113062,G,153,6
113062,G,42,6
113062,G,42HM,6
113062,G,42M,6
113062,G,42T,6
113062,G,48D,30
113071,D,153,22
113071,D,42,45
113071,D,42HM,13
113071,D,42M,26
113071,D,42T,51
113071,D,48D,13
113071,G,59RK,19
113071,G,D2,26
113072,G,153,5
113072,G,42,5
113072,G,42HM,5
113072,G,42M,5
113072,G,42T,5
113072,G,48D,29
113072,D,59RK,30
113072,D,D2,24
113081,D,153,23
113081,D,42,46
113081,D,42HM,14
113081,D,42M,27
113081,D,42T,52
113081,D,48D,14
113082,G,153,4
113082,G,42,4
113082,G,42HM,4
113082,G,42M,4
113082,G,42T,4
113082,G,48D,28
113091,D,153,24
113091,D,42,47
113091,D,42HM,15
113091,D,42M,28
113091,D,42T,53
113091,G,59RK,20
113092,G,153,3
113092,G,42,3
113092,G,42HM,3
113092,G,42M,3
113092,G,42T,3
113092,D,59RK,29
113101,D,59RK,28
113102,G,153,2
113102,G,42,2
113102,G,42HM,2
113102,G,42M,2
113102,G,42T,2
113102,D,59RK,27
113103,D,153,25
113103,D,42,48
113103,D,42HM,16
113103,D,42M,29
113103,D,42T,54
113103,G,59RK,21
113112,D,153,26
113112,G,153,1
113112,D,42,49
113112,G,42,1
113112,D,42HM,17
113112,G,42HM,1
113112,D,42M,30
113112,G,42M,1
113112,D,42T,55
113112,G,42T,1
113121,G,30D,2
113121,G,DT1,2
113121,G,DT2,2
113122,D,30D,23
113122,G,DT1,43
113122,G,DT2,45
113131,G,152,29
113131,G,59HS,20
113132,D,152,29
113132,D,59HS,21
113141,D,30D,24
113141,G,30D,1
113141,G,DT1,1
113141,G,DT1,44
113141,G,DT2,1
113141,G,DT2,46
113151,G,152,26
113151,G,59HS,18
113152,D,152,32
113152,D,59HS,23
113161,D,59RK,47
113161,G,59UÇ,3
113171,D,25S2,15
113171,G,25T,15
113171,G,41,25
113171,G,42,13
113171,G,42HM,13
113171,D,42KM,13
113171,G,42M,13
113171,G,42Z,24
113171,G,48D,37
113172,D,25T,24
113172,D,41,15
113172,D,42,36
113172,D,42HM,4
113172,G,42KM,15
113172,D,42M,17
113172,G,42Z,4
113172,D,48D,4
113181,G,25G,18
113181,G,25T,17
113181,G,29C,14
113181,G,29D,16
113181,G,41,27
113181,D,42KM,15
113181,G,42M,15
113181,D,47L,3
113181,G,59RS,19
113181,D,62H,3
113182,G,150,3
113182,G,151,3
113182,G,152,3
113182,G,154,3
113182,G,25,3
113182,D,25G,29
113182,G,25S1,3
113182,G,25S2,3
113182,D,25T,23
113182,D,41,14
113182,G,41C,39
113182,D,41SF,47
113182,D,42,35
113182,D,42HM,3
113182,G,42KM,14
113182,D,42M,16
113182,G,42Z,3
113182,D,48D,3
113182,G,59HS,3
113182,D,59RS,23
113182,G,H-8,3
113182,G,HM1,3
113183,G,150,2
113183,G,151,2
113183,G,152,2
113183,G,154,2
113183,G,25,2
113183,G,25C,13
113183,D,25G,28
113183,G,25S1,2
113183,G,25S2,2
113183,G,29C,13
113183,G,29D,15
113183,G,29T,13
113183,G,41C,38
113183,D,41SF,46
113183,D,42,34
113183,D,42HM,2
113183,G,42Z,2
113183,D,47L,2
113183,D,48D,2
113183,G,59HS,2
113183,D,62H,2
113183,G,H-8,2
113183,G,HM1,2
113191,G,25G,19
113191,G,25T,18
113191,G,29C,15
113191,G,29D,17
113191,G,29M2,2
113191,G,29T,14
113191,G,41,28
113191,D,42KM,16
113191,G,42M,16
113191,D,47L,4
113191,D,59RK,35
113191,G,59RS,20
113191,D,62H,4
113191,D,D2,29
113192,D,25G,27
113192,D,25T,22
113192,D,29C,21
113192,D,29D,21
113192,G,29M1,40
113192,D,29T,16
113192,D,41,13
113192,G,42KM,13
113192,D,42M,15
113192,G,47L,49
113192,G,59RK,14
113192,D,59RS,22
113192,G,62H,43
113192,G,D2,21
113201,G,25G,20
113201,G,25T,19
113201,G,29C,16
113201,G,29D,18
113201,G,29T,15
113201,G,41,29
113201,D,42KM,17
113201,G,42M,17
113201,D,47L,5
113201,D,59RK,36
113201,G,59RS,21
113201,D,62H,5
113201,D,D2,30
113202,D,25G,26
113202,D,25T,21
113202,D,29C,20
113202,D,29D,20
113202,G,29M1,39
113202,D,29T,15
113202,D,41,12
113202,G,42KM,12
113202,D,42M,14
113202,G,47L,48
113202,G,59RK,13
113202,D,59RS,21
113202,G,62H,42
113202,G,D2,20
113211,G,25G,21
113211,G,25T,20
113211,G,29A,5
113211,G,29C,17
113211,G,29D,19
113211,G,41,30
113211,D,42KM,18
113211,G,42M,18
113211,D,47L,6
113211,D,59RK,37
113211,G,59RS,22
113211,D,62H,6
113211,D,D2,31
113212,D,25G,25
113212,D,25T,20
113212,D,29A,19
113212,D,29C,19
113212,D,29D,19
113212,D,41,11
113212,G,42KM,11
113212,D,42M,13
113212,G,47L,47
113212,G,59RK,12
113212,D,59RS,20
113212,G,62H,41
113212,G,D2,19
113221,G,25G,23
113221,G,25T,22
113221,G,29A,7
113221,G,29C,19
113221,G,29D,21
113221,G,29GM,7
113221,G,41,32
113221,D,42KM,20
113221,G,42M,20
113221,D,47L,8
113221,D,59RK,39
113221,G,59RS,24
113221,D,62H,8
113221,D,D2,33
113222,D,25G,24
113222,D,25T,19
113222,D,29A,18
113222,D,29C,18
113222,D,29D,18
113222,D,29GM,10
113222,D,41,10
113222,G,42KM,10
113222,D,42M,12
113222,G,47L,46
113222,G,59RK,11
113222,D,59RS,19
113222,G,62H,40
113222,G,D2,18
113231,G,25G,24
113231,G,25T,23
113231,G,29A,8
113231,G,29C,20
113231,G,29D,22
113231,G,29GM,8
113231,G,41,33
113231,D,42KM,21
113231,G,42M,21
113231,D,47L,9
113231,D,59RK,40
113231,G,59RS,25
113231,D,62H,9
113231,D,D2,34
113232,D,25G,23
113232,D,25T,18
113232,D,29A,17
113232,D,29C,17
113232,D,29D,17
113232,D,29GM,9
113232,D,41,9
113232,G,42KM,9
113232,D,42M,11
113232,G,47L,45
113232,G,59RK,10
113232,D,59RS,18
113232,G,62H,39
113232,G,D2,17
113241,G,25G,25
113241,G,25T,24
113241,G,29A,9
113241,G,29C,21
113241,G,29D,23
113241,G,29GM,9
113241,G,41,34
113241,D,42KM,22
113241,G,42M,22
113241,D,47L,10
113241,D,59RK,41
113241,G,59RS,26
113241,D,62H,10
113241,D,D2,35
113251,D,41AT,46
113251,D,41E,15
113251,G,47L,44
113251,D,48L,7
113252,G,25G,26
113252,G,25T,25
113252,G,29A,10
113252,G,29C,22
113252,G,29D,24
113252,G,29GM,10
113252,G,41,35
113252,D,42KM,23
113252,G,42M,23
113252,D,59RK,42
113252,G,59RS,27
113252,D,62H,11
113252,D,D2,36
113252,G,İST-13,3
113252,G,İST-9,2
113253,D,25G,22
113253,D,25T,17
113253,D,29A,16
113253,D,29C,16
113253,D,29D,16
113253,D,29GM,8
113253,D,41,8
113253,G,42KM,8
113253,D,42M,10
113253,G,59RK,9
113253,D,59RS,17
113253,G,62H,38
113253,G,D2,16
113254,G,22M,17
113254,D,29,8
113254,D,29B,8
113254,D,29E,16
113254,D,29P,9
113254,D,29Ş,12
113254,D,40B,15
113254,G,41C,13
113254,D,42,9
113254,G,LF,2
113255,G,22M,13
113255,G,29B,21
113255,G,29E,14
113255,G,29P,7
113255,G,29Ş,18
113255,G,40B,38
113255,D,41C,44
113255,G,42,40
113255,D,LF,10
113261,G,29,11
113261,G,29A,11
113261,G,29B,22
113261,G,29E,15
113261,G,29P,8
113261,G,29Ş,19
113261,G,40B,39
113261,G,42,41
113262,G,22M,16
113262,D,25G,21
113262,D,25T,16
113262,D,29,7
113262,D,29A,15
113262,D,29B,7
113262,D,29C,15
113262,D,29D,15
113262,D,29E,15
113262,D,29GM,7
113262,D,29P,8
113262,D,29Ş,11
113262,D,40B,14
113262,D,41,7
113262,G,41C,12
113262,G,41N,5
113262,D,42,8
113262,G,42KM,7
113262,D,42M,9
113262,G,47L,43
113262,G,59RK,8
113262,D,59RS,16
113262,G,62H,37
113262,G,D2,15
113262,D,İST-13,3
113262,D,İST-9,2
113262,G,LF,1
113271,G,25G,27
113271,G,25T,26
113271,G,29,12
113271,G,29A,12
113271,G,29B,23
113271,G,29C,23
113271,G,29D,25
113271,G,29E,16
113271,G,29GM,11
113271,G,29P,9
113271,G,29Ş,20
113271,G,40B,40
113271,G,41,36
113271,G,42,42
113271,D,42KM,24
113271,G,42M,24
113271,D,59RK,43
113271,G,59RS,28
113271,D,62H,12
113271,D,D2,37
113272,G,41AT,12
113272,G,41E,12
113272,G,48L,47
113272,G,48R,38
113281,D,25G,20
113281,D,25T,15
113281,D,29,6
113281,D,29A,14
113281,D,29B,6
113281,D,29C,14
113281,D,29D,14
113281,D,29E,14
113281,D,29GM,6
113281,D,29P,7
113281,D,29Ş,10
113281,D,40B,13
113281,D,41,6
113281,D,41AT,45
113281,D,41E,14
113281,D,42,7
113281,G,42KM,6
113281,D,42M,8
113281,D,48L,6
113281,D,48R,9
113281,G,59RK,7
113281,D,59RS,15
113281,G,62H,36
113281,G,D2,14
113282,G,25G,28
113282,G,25T,27
113282,G,29,13
113282,G,29A,13
113282,G,29B,24
113282,G,29C,24
113282,G,29D,26
113282,G,29E,17
113282,G,29GM,12
113282,G,29P,10
113282,G,29Ş,21
113282,G,36L,23
113282,G,40B,41
113282,G,41,37
113282,G,41AT,13
113282,G,41E,13
113282,G,42,43
113282,D,42KM,25
113282,G,42M,25
113282,G,47F,25
113282,G,48L,48
113282,G,48R,39
113282,G,49Z,25
113282,D,500L,12
113282,D,500T,13
113282,D,59RK,44
113282,G,59RS,29
113282,D,D2,38
113292,D,36L,13
113292,D,47F,4
113292,D,49Z,8
113292,G,500L,3
113292,G,500T,64
113293,D,27SE,15
113293,D,41A,4
113293,D,41SM,7
113293,D,62H,14
113301,G,25G,29
113301,G,25T,28
113301,G,27E,6
113301,G,27SE,13
113301,G,27T,6
113301,G,29,14
113301,G,29A,14
113301,G,29B,25
113301,G,29C,25
113301,G,29D,27
113301,G,29E,18
113301,G,29GM,13
113301,G,29P,11
113301,G,29Ş,22
113301,G,36L,24
113301,G,40B,42
113301,G,41,38
113301,G,41A,16
113301,G,41AT,14
113301,G,41E,14
113301,G,41SM,18
113301,G,41ST,16
113301,G,42,44
113301,D,42KM,26
113301,G,42M,26
113301,G,47F,26
113301,G,49Z,26
113301,D,500L,13
113301,D,500T,14
113301,D,59RK,45
113301,G,59RS,30
113301,G,65A,16
113301,D,D2,39
113302,G,122V,39
113302,D,25G,19
113302,D,25T,14
113302,D,27E,13
113302,D,27SE,13
113302,D,27T,9
113302,D,29A,13
113302,D,29B,5
113302,D,29C,13
113302,D,29D,13
113302,D,29E,13
113302,D,29GM,5
113302,D,29P,6
113302,D,29Ş,9
113302,D,36L,12
113302,D,40B,12
113302,D,41,5
113302,D,41A,3
113302,D,41AT,44
113302,D,41E,13
113302,D,41SM,5
113302,D,42,6
113302,G,42KM,5
113302,D,42M,7
113302,D,47F,3
113302,D,48L,5
113302,G,48L,49
113302,D,48R,8
113302,G,48R,40
113302,D,49Z,7
113302,G,500L,2
113302,G,500T,63
113302,G,59RK,6
113302,D,59RS,14
113302,D,65A,39
